GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACE,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESP001,ESP002,ESP003,ESP004,ESP005
"G33037860","1990",,,,,,,,,,"99999",,,"1",,"Hudson CDP","37860",,"1","New Hampshire","33",,,,"Hudson CDP",1747,1034,48,7,2
"G33038420","1990",,,,,,,,,,"99999",,,"1",,"Jaffrey CDP","38420",,"1","New Hampshire","33",,,,"Jaffrey CDP",689,359,19,1,0
"G33039300","1990",,,,,,,,,,"99999",,,"1",,"Keene city","39300",,"1","New Hampshire","33",,,,"Keene city",5855,2431,88,17,0
"G33040180","1990",,,,,,,,,,"99999",,,"1",,"Laconia city","40180",,"1","New Hampshire","33",,,,"Laconia city",4241,1825,91,16,3
"G33040340","1990",,,,,,,,,,"99999",,,"1",,"Lancaster CDP","40340",,"1","New Hampshire","33",,,,"Lancaster CDP",529,211,5,2,0
"G33041300","1990",,,,,,,,,,"99999",,,"1",,"Lebanon city","41300",,"1","New Hampshire","33",,,,"Lebanon city",3617,1491,49,12,4
"G33041940","1990",,,,,,,,,,"99999",,,"1",,"Lisbon CDP","41940",,"1","New Hampshire","33",,,,"Lisbon CDP",286,148,17,4,1
"G33042500","1990",,,,,,,,,,"99999",,,"1",,"Littleton CDP","42500",,"1","New Hampshire","33",,,,"Littleton CDP",1297,575,26,4,1
"G33043130","1990",,,,,,,,,,"99999",,,"1",,"Londonderry CDP","43130",,"1","New Hampshire","33",,,,"Londonderry CDP",2117,1139,40,2,0
"G33045140","1990",,,,,,,,,,"99999",,,"1",,"Manchester city","45140",,"1","New Hampshire","33",,,,"Manchester city",26849,12838,529,98,24
"G33045380","1990",,,,,,,,,,"99999",,,"1",,"Marlborough CDP","45380",,"1","New Hampshire","33",,,,"Marlborough CDP",325,145,6,1,0
"G33047060","1990",,,,,,,,,,"99999",,,"1",,"Meredith CDP","47060",,"1","New Hampshire","33",,,,"Meredith CDP",473,192,5,2,0
"G33047940","1990",,,,,,,,,,"99999",,,"1",,"Milford CDP","47940",,"1","New Hampshire","33",,,,"Milford CDP",2029,1041,47,7,0
"G33050260","1990",,,,,,,,,,"99999",,,"1",,"Nashua city","50260",,"1","New Hampshire","33",,,,"Nashua city",21001,9556,401,77,16
"G33052260","1990",,,,,,,,,,"99999",,,"1",,"Newmarket CDP","52260",,"1","New Hampshire","33",,,,"Newmarket CDP",1351,684,39,1,4
"G33052500","1990",,,,,,,,,,"99999",,,"1",,"Newport CDP","52500",,"1","New Hampshire","33",,,,"Newport CDP",1014,464,23,2,1
"G33053860","1990",,,,,,,,,,"99999",,,"1",,"North Conway CDP","53860",,"1","New Hampshire","33",,,,"North Conway CDP",707,237,12,5,2
"G33060500","1990",,,,,,,,,,"99999",,,"1",,"Peterborough CDP","60500",,"1","New Hampshire","33",,,,"Peterborough CDP",877,258,8,2,0
"G33061220","1990",,,,,,,,,,"99999",,,"1",,"Pinardville CDP","61220",,"1","New Hampshire","33",,,,"Pinardville CDP",1154,613,19,3,1
"G33061860","1990",,,,,,,,,,"99999",,,"1",,"Pittsfield CDP","61860",,"1","New Hampshire","33",,,,"Pittsfield CDP",401,236,21,1,0
"G33062580","1990",,,,,,,,,,"99999",,,"1",,"Plymouth CDP","62580",,"1","New Hampshire","33",,,,"Plymouth CDP",426,440,15,4,1
"G33062900","1990",,,,,,,,,,"99999",,,"1",,"Portsmouth city","62900",,"1","New Hampshire","33",,,,"Portsmouth city",6900,3253,127,46,3
"G33063940","1990",,,,,,,,,,"99999",,,"1",,"Raymond CDP","63940",,"1","New Hampshire","33",,,,"Raymond CDP",525,377,20,5,1
"G33065140","1990",,,,,,,,,,"99999",,,"1",,"Rochester city","65140",,"1","New Hampshire","33",,,,"Rochester city",6401,3627,158,31,4
"G33069940","1990",,,,,,,,,,"99999",,,"1",,"Somersworth city","69940",,"1","New Hampshire","33",,,,"Somersworth city",2747,1544,73,10,0
"G33071220","1990",,,,,,,,,,"99999",,,"1",,"South Hooksett CDP","71220",,"1","New Hampshire","33",,,,"South Hooksett CDP",877,440,9,0,0
"G33075140","1990",,,,,,,,,,"99999",,,"1",,"Suncook CDP","75140",,"1","New Hampshire","33",,,,"Suncook CDP",1393,712,18,9,2
"G33077100","1990",,,,,,,,,,"99999",,,"1",,"Tilton-Northfield CDP","77100",,"1","New Hampshire","33",,,,"Tilton-Northfield CDP",749,383,26,5,0
"G33083700","1990",,,,,,,,,,"99999",,,"1",,"West Swanzey CDP","83700",,"1","New Hampshire","33",,,,"West Swanzey CDP",281,143,3,1,0
"G33084340","1990",,,,,,,,,,"99999",,,"1",,"Whitefield CDP","84340",,"1","New Hampshire","33",,,,"Whitefield CDP",272,115,7,1,0
"G33085140","1990",,,,,,,,,,"99999",,,"1",,"Wilton CDP","85140",,"1","New Hampshire","33",,,,"Wilton CDP",304,132,6,1,0
"G33085460","1990",,,,,,,,,,"99999",,,"1",,"Winchester CDP","85460",,"1","New Hampshire","33",,,,"Winchester CDP",383,249,11,3,0
"G33086340","1990",,,,,,,,,,"99999",,,"1",,"Wolfeboro CDP","86340",,"1","New Hampshire","33",,,,"Wolfeboro CDP",955,243,10,2,0
"G33087140","1990",,,,,,,,,,"99999",,,"1",,"Woodsville CDP","87140",,"1","New Hampshire","33",,,,"Woodsville CDP",341,122,9,0,0
"G34000100","1990",,,,,,,,,,"99999",,,"2",,"Absecon city","00100",,"1","New Jersey","34",,,,"Absecon city",1883,657,29,7,3
"G34000675","1990",,,,,,,,,,"99999",,,"2",,"Allamuchy-Panther Valley CDP","00675",,"1","New Jersey","34",,,,"Allamuchy-Panther Valley CDP",1074,156,2,0,0
"G34000700","1990",,,,,,,,,,"99999",,,"2",,"Allendale borough","00700",,"1","New Jersey","34",,,,"Allendale borough",1486,364,8,1,0
"G34000730","1990",,,,,,,,,,"99999",,,"2",,"Allenhurst borough","00730",,"1","New Jersey","34",,,,"Allenhurst borough",254,42,2,0,0
"G34000760","1990",,,,,,,,,,"99999",,,"2",,"Allentown borough","00760",,"1","New Jersey","34",,,,"Allentown borough",455,186,11,3,0
"G34000850","1990",,,,,,,,,,"99999",,,"2",,"Alloway CDP","00850",,"1","New Jersey","34",,,,"Alloway CDP",336,129,7,1,0
"G34001030","1990",,,,,,,,,,"99999",,,"2",,"Alpha borough","01030",,"1","New Jersey","34",,,,"Alpha borough",652,301,12,2,0
"G34001090","1990",,,,,,,,,,"99999",,,"2",,"Alpine borough","01090",,"1","New Jersey","34",,,,"Alpine borough",466,65,3,0,0
"G34001330","1990",,,,,,,,,,"99999",,,"2",,"Andover borough","01330",,"1","New Jersey","34",,,,"Andover borough",166,90,4,0,1
"G34001480","1990",,,,,,,,,,"99999",,,"2",,"Annandale CDP","01480",,"1","New Jersey","34",,,,"Annandale CDP",299,88,3,0,0
"G34001960","1990",,,,,,,,,,"99999",,,"2",,"Asbury Park city","01960",,"1","New Jersey","34",,,,"Asbury Park city",3747,2440,367,209,108
"G34002080","1990",,,,,,,,,,"99999",,,"2",,"Atlantic City city","02080",,"1","New Jersey","34",,,,"Atlantic City city",9332,5020,699,449,231
"G34002110","1990",,,,,,,,,,"99999",,,"2",,"Atlantic Highlands borough","02110",,"1","New Jersey","34",,,,"Atlantic Highlands borough",1259,495,16,3,1
"G34002200","1990",,,,,,,,,,"99999",,,"2",,"Audubon borough","02200",,"1","New Jersey","34",,,,"Audubon borough",2663,925,22,8,4
"G34002230","1990",,,,,,,,,,"99999",,,"2",,"Audubon Park borough","02230",,"1","New Jersey","34",,,,"Audubon Park borough",350,135,11,2,0
"G34002320","1990",,,,,,,,,,"99999",,,"2",,"Avalon borough","02320",,"1","New Jersey","34",,,,"Avalon borough",727,107,4,0,0
"G34002350","1990",,,,,,,,,,"99999",,,"2",,"Avenel CDP","02350",,"1","New Jersey","34",,,,"Avenel CDP",2936,1720,110,60,28
"G34002440","1990",,,,,,,,,,"99999",,,"2",,"Avon-by-the-Sea borough","02440",,"1","New Jersey","34",,,,"Avon-by-the-Sea borough",784,194,9,2,0
"G34003040","1990",,,,,,,,,,"99999",,,"2",,"Barnegat CDP","03040",,"1","New Jersey","34",,,,"Barnegat CDP",288,127,7,2,0
"G34003130","1990",,,,,,,,,,"99999",,,"2",,"Barnegat Light borough","03130",,"1","New Jersey","34",,,,"Barnegat Light borough",279,49,2,0,0
"G34003250","1990",,,,,,,,,,"99999",,,"2",,"Barrington borough","03250",,"1","New Jersey","34",,,,"Barrington borough",1937,723,21,7,0
"G34003520","1990",,,,,,,,,,"99999",,,"2",,"Bay Head borough","03520",,"1","New Jersey","34",,,,"Bay Head borough",456,73,1,0,0
"G34003580","1990",,,,,,,,,,"99999",,,"2",,"Bayonne city","03580",,"1","New Jersey","34",,,,"Bayonne city",16305,8248,592,138,26
"G34003940","1990",,,,,,,,,,"99999",,,"2",,"Beach Haven borough","03940",,"1","New Jersey","34",,,,"Beach Haven borough",556,93,9,1,0
"G34004120","1990",,,,,,,,,,"99999",,,"2",,"Beach Haven West CDP","04120",,"1","New Jersey","34",,,,"Beach Haven West CDP",1468,338,21,5,0
"G34004180","1990",,,,,,,,,,"99999",,,"2",,"Beachwood borough","04180",,"1","New Jersey","34",,,,"Beachwood borough",1840,1147,55,5,0
"G34004240","1990",,,,,,,,,,"99999",,,"2",,"Beattyestown CDP","04240",,"1","New Jersey","34",,,,"Beattyestown CDP",1160,509,7,3,0
"G34004400","1990",,,,,,,,,,"99999",,,"2",,"Beckett CDP","04400",,"1","New Jersey","34",,,,"Beckett CDP",781,398,6,3,0
"G34004690","1990",,,,,,,,,,"99999",,,"2",,"Belleville CDP","04690",,"1","New Jersey","34",,,,"Belleville CDP",8018,4803,373,149,31
"G34004750","1990",,,,,,,,,,"99999",,,"2",,"Bellmawr borough","04750",,"1","New Jersey","34",,,,"Bellmawr borough",2972,1578,107,18,4
"G34004930","1990",,,,,,,,,,"99999",,,"2",,"Belmar borough","04930",,"1","New Jersey","34",,,,"Belmar borough",1994,683,32,9,0
"G34004990","1990",,,,,,,,,,"99999",,,"2",,"Belvidere town","04990",,"1","New Jersey","34",,,,"Belvidere town",674,336,14,3,0
"G34005170","1990",,,,,,,,,,"99999",,,"2",,"Bergenfield borough","05170",,"1","New Jersey","34",,,,"Bergenfield borough",5577,2927,188,68,39
"G34005350","1990",,,,,,,,,,"99999",,,"2",,"Berkeley Heights CDP","05350",,"1","New Jersey","34",,,,"Berkeley Heights CDP",3162,683,12,2,1
"G34005440","1990",,,,,,,,,,"99999",,,"2",,"Berlin borough","05440",,"1","New Jersey","34",,,,"Berlin borough",1383,540,24,2,1
"G34005590","1990",,,,,,,,,,"99999",,,"2",,"Bernardsville borough","05590",,"1","New Jersey","34",,,,"Bernardsville borough",2051,374,14,7,3
"G34005740","1990",,,,,,,,,,"99999",,,"2",,"Beverly city","05740",,"1","New Jersey","34",,,,"Beverly city",648,323,34,4,2
"G34006040","1990",,,,,,,,,,"99999",,,"2",,"Blackwood CDP","06040",,"1","New Jersey","34",,,,"Blackwood CDP",1246,541,43,4,1
"G34006250","1990",,,,,,,,,,"99999",,,"2",,"Bloomfield CDP","06250",,"1","New Jersey","34",,,,"Bloomfield CDP",12552,5538,267,78,20
"G34006340","1990",,,,,,,,,,"99999",,,"2",,"Bloomingdale borough","06340",,"1","New Jersey","34",,,,"Bloomingdale borough",1800,910,35,1,1
"G34006370","1990",,,,,,,,,,"99999",,,"2",,"Bloomsbury borough","06370",,"1","New Jersey","34",,,,"Bloomsbury borough",230,96,3,1,0
"G34006490","1990",,,,,,,,,,"99999",,,"2",,"Bogota borough","06490",,"1","New Jersey","34",,,,"Bogota borough",1694,1005,52,22,4
"G34006610","1990",,,,,,,,,,"99999",,,"2",,"Boonton town","06610",,"1","New Jersey","34",,,,"Boonton town",2169,891,40,15,6
"G34006670","1990",,,,,,,,,,"99999",,,"2",,"Bordentown city","06670",,"1","New Jersey","34",,,,"Bordentown city",1266,496,20,0,2
"G34006790","1990",,,,,,,,,,"99999",,,"2",,"Bound Brook borough","06790",,"1","New Jersey","34",,,,"Bound Brook borough",2341,1123,114,59,38
"G34006970","1990",,,,,,,,,,"99999",,,"2",,"Bradley Beach borough","06970",,"1","New Jersey","34",,,,"Bradley Beach borough",1392,564,38,11,4
"G34007300","1990",,,,,,,,,,"99999",,,"2",,"Branchville borough","07300",,"1","New Jersey","34",,,,"Branchville borough",261,91,2,0,0
"G34007360","1990",,,,,,,,,,"99999",,,"2",,"Brass Castle CDP","07360",,"1","New Jersey","34",,,,"Brass Castle CDP",339,135,3,0,0
"G34007520","1990",,,,,,,,,,"99999",,,"2",,"Brick Township CDP","07520",,"1","New Jersey","34",,,,"Brick Township CDP",17511,7126,272,43,13
"G34007600","1990",,,,,,,,,,"99999",,,"2",,"Bridgeton city","07600",,"1","New Jersey","34",,,,"Bridgeton city",4232,2097,254,106,36
"G34007750","1990",,,,,,,,,,"99999",,,"2",,"Brielle borough","07750",,"1","New Jersey","34",,,,"Brielle borough",1416,297,17,4,1
"G34007810","1990",,,,,,,,,,"99999",,,"2",,"Brigantine city","07810",,"1","New Jersey","34",,,,"Brigantine city",3512,1186,81,33,11
"G34008170","1990",,,,,,,,,,"99999",,,"2",,"Brooklawn borough","08170",,"1","New Jersey","34",,,,"Brooklawn borough",498,205,11,0,1
"G34008440","1990",,,,,,,,,,"99999",,,"2",,"Brown Mills CDP","08440",,"1","New Jersey","34",,,,"Brown Mills CDP",1948,1664,149,44,9
"G34008620","1990",,,,,,,,,,"99999",,,"2",,"Budd Lake CDP","08620",,"1","New Jersey","34",,,,"Budd Lake CDP",1609,850,28,11,3
"G34008680","1990",,,,,,,,,,"99999",,,"2",,"Buena borough","08680",,"1","New Jersey","34",,,,"Buena borough",980,571,66,13,6
"G34008920","1990",,,,,,,,,,"99999",,,"2",,"Burlington city","08920",,"1","New Jersey","34",,,,"Burlington city",2730,1021,72,13,4
"G34009040","1990",,,,,,,,,,"99999",,,"2",,"Butler borough","09040",,"1","New Jersey","34",,,,"Butler borough",1757,872,28,6,2
"G34009220","1990",,,,,,,,,,"99999",,,"2",,"Caldwell CDP","09220",,"1","New Jersey","34",,,,"Caldwell CDP",2404,788,26,13,2
"G34009280","1990",,,,,,,,,,"99999",,,"2",,"Califon borough","09280",,"1","New Jersey","34",,,,"Califon borough",294,98,3,0,0
"G34010000","1990",,,,,,,,,,"99999",,,"2",,"Camden city","10000",,"1","New Jersey","34",,,,"Camden city",12471,10096,2255,1207,597
"G34010270","1990",,,,,,,,,,"99999",,,"2",,"Cape May city","10270",,"1","New Jersey","34",,,,"Cape May city",1322,519,23,4,0
"G34010300","1990",,,,,,,,,,"99999",,,"2",,"Cape May Court House CDP","10300",,"1","New Jersey","34",,,,"Cape May Court House CDP",1125,429,20,3,0
"G34010330","1990",,,,,,,,,,"99999",,,"2",,"Cape May Point borough","10330",,"1","New Jersey","34",,,,"Cape May Point borough",127,15,0,0,0
"G34010480","1990",,,,,,,,,,"99999",,,"2",,"Carlstadt borough","10480",,"1","New Jersey","34",,,,"Carlstadt borough",1478,680,25,8,1
"G34010600","1990",,,,,,,,,,"99999",,,"2",,"Carneys Point CDP","10600",,"1","New Jersey","34",,,,"Carneys Point CDP",1925,890,41,10,5
"G34010750","1990",,,,,,,,,,"99999",,,"2",,"Carteret borough","10750",,"1","New Jersey","34",,,,"Carteret borough",4049,2269,186,63,34
"G34011140","1990",,,,,,,,,,"99999",,,"2",,"Cedar Glen Lakes CDP","11140",,"1","New Jersey","34",,,,"Cedar Glen Lakes CDP",1082,35,1,0,0
"G34011155","1990",,,,,,,,,,"99999",,,"2",,"Cedar Glen West CDP","11155",,"1","New Jersey","34",,,,"Cedar Glen West CDP",858,67,0,0,0
"G34011230","1990",,,,,,,,,,"99999",,,"2",,"Cedar Grove CDP","11230",,"1","New Jersey","34",,,,"Cedar Grove CDP",3151,971,28,5,0
"G34012100","1990",,,,,,,,,,"99999",,,"2",,"Chatham borough","12100",,"1","New Jersey","34",,,,"Chatham borough",2544,536,10,2,3
"G34012310","1990",,,,,,,,,,"99999",,,"2",,"Cherry Hill CDP","12310",,"1","New Jersey","34",,,,"Cherry Hill CDP",20014,4274,151,59,18
"G34012550","1990",,,,,,,,,,"99999",,,"2",,"Chesilhurst borough","12550",,"1","New Jersey","34",,,,"Chesilhurst borough",301,152,19,4,0
"G34012580","1990",,,,,,,,,,"99999",,,"2",,"Chester borough","12580",,"1","New Jersey","34",,,,"Chester borough",336,106,7,2,0
"G34012970","1990",,,,,,,,,,"99999",,,"2",,"Cinnaminson CDP","12970",,"1","New Jersey","34",,,,"Cinnaminson CDP",3808,919,35,3,2
"G34013180","1990",,,,,,,,,,"99999",,,"2",,"Clark CDP","13180",,"1","New Jersey","34",,,,"Clark CDP",4159,1341,18,4,1
"G34013360","1990",,,,,,,,,,"99999",,,"2",,"Clayton borough","13360",,"1","New Jersey","34",,,,"Clayton borough",1170,834,58,6,1
"G34013399","1990",,,,,,,,,,"99999",,,"2",,"Clearbrook Park CDP","13399",,"1","New Jersey","34",,,,"Clearbrook Park CDP",1624,34,0,2,0
"G34013420","1990",,,,,,,,,,"99999",,,"2",,"Clementon borough","13420",,"1","New Jersey","34",,,,"Clementon borough",1501,681,57,16,5
"G34013570","1990",,,,,,,,,,"99999",,,"2",,"Cliffside Park borough","13570",,"1","New Jersey","34",,,,"Cliffside Park borough",5427,2972,254,90,36
"G34013630","1990",,,,,,,,,,"99999",,,"2",,"Cliffwood Beach CDP","13630",,"1","New Jersey","34",,,,"Cliffwood Beach CDP",665,459,31,5,1
"G34013690","1990",,,,,,,,,,"99999",,,"2",,"Clifton city","13690",,"1","New Jersey","34",,,,"Clifton city",20267,8156,478,114,26
"G34013720","1990",,,,,,,,,,"99999",,,"2",,"Clinton town","13720",,"1","New Jersey","34",,,,"Clinton town",623,166,2,1,0
"G34013810","1990",,,,,,,,,,"99999",,,"2",,"Closter borough","13810",,"1","New Jersey","34",,,,"Closter borough",1911,695,38,22,3
"G34014230","1990",,,,,,,,,,"99999",,,"2",,"Collings Lakes CDP","14230",,"1","New Jersey","34",,,,"Collings Lakes CDP",322,249,26,3,0
"G34014260","1990",,,,,,,,,,"99999",,,"2",,"Collingswood borough","14260",,"1","New Jersey","34",,,,"Collingswood borough",4639,1666,67,20,7
"G34014380","1990",,,,,,,,,,"99999",,,"2",,"Colonia CDP","14380",,"1","New Jersey","34",,,,"Colonia CDP",4348,1720,48,11,0
"G34014758","1990",,,,,,,,,,"99999",,,"2",,"Concordia CDP","14758",,"1","New Jersey","34",,,,"Concordia CDP",1431,39,1,0,1
"G34015160","1990",,,,,,,,,,"99999",,,"2",,"Corbin City city","15160",,"1","New Jersey","34",,,,"Corbin City city",110,53,2,0,0
"G34015250","1990",,,,,,,,,,"99999",,,"2",,"Country Lake Estates CDP","15250",,"1","New Jersey","34",,,,"Country Lake Estates CDP",749,581,31,10,0
"G34015610","1990",,,,,,,,,,"99999",,,"2",,"Crandon Lakes CDP","15610",,"1","New Jersey","34",,,,"Crandon Lakes CDP",217,165,3,1,0
"G34015670","1990",,,,,,,,,,"99999",,,"2",,"Cranford CDP","15670",,"1","New Jersey","34",,,,"Cranford CDP",6213,1908,48,3,0
"G34015820","1990",,,,,,,,,,"99999",,,"2",,"Cresskill borough","15820",,"1","New Jersey","34",,,,"Cresskill borough",1850,636,36,14,1
"G34015910","1990",,,,,,,,,,"99999",,,"2",,"Crestwood Village CDP","15910",,"1","New Jersey","34",,,,"Crestwood Village CDP",5060,388,1,3,1
"G34016630","1990",,,,,,,,,,"99999",,,"2",,"Dayton CDP","16630",,"1","New Jersey","34",,,,"Dayton CDP",1012,467,22,10,3
"G34016660","1990",,,,,,,,,,"99999",,,"2",,"Deal borough","16660",,"1","New Jersey","34",,,,"Deal borough",375,73,7,4,0
"G34017110","1990",,,,,,,,,,"99999",,,"2",,"Delanco CDP","17110",,"1","New Jersey","34",,,,"Delanco CDP",860,334,12,2,0
"G34017530","1990",,,,,,,,,,"99999",,,"2",,"Demarest borough","17530",,"1","New Jersey","34",,,,"Demarest borough",1233,320,13,4,1
"G34018070","1990",,,,,,,,,,"99999",,,"2",,"Dover town","18070",,"1","New Jersey","34",,,,"Dover town",2903,1789,270,119,72
"G34018400","1990",,,,,,,,,,"99999",,,"2",,"Dumont borough","18400",,"1","New Jersey","34",,,,"Dumont borough",4068,1993,88,21,7
"G34018490","1990",,,,,,,,,,"99999",,,"2",,"Dunellen borough","18490",,"1","New Jersey","34",,,,"Dunellen borough",1590,781,37,12,3
"G34018970","1990",,,,,,,,,,"99999",,,"2",,"East Brunswick CDP","18970",,"1","New Jersey","34",,,,"East Brunswick CDP",10780,3920,158,45,18
"G34019150","1990",,,,,,,,,,"99999",,,"2",,"East Freehold CDP","19150",,"1","New Jersey","34",,,,"East Freehold CDP",1036,211,4,3,0
"G34019240","1990",,,,,,,,,,"99999",,,"2",,"East Hanover CDP","19240",,"1","New Jersey","34",,,,"East Hanover CDP",2270,746,17,3,2
"G34019360","1990",,,,,,,,,,"99999",,,"2",,"East Newark borough","19360",,"1","New Jersey","34",,,,"East Newark borough",301,348,53,12,5
"G34019390","1990",,,,,,,,,,"99999",,,"2",,"East Orange city","19390",,"1","New Jersey","34",,,,"East Orange city",14414,9874,1740,835,347
"G34019510","1990",,,,,,,,,,"99999",,,"2",,"East Rutherford borough","19510",,"1","New Jersey","34",,,,"East Rutherford borough",2087,1062,68,33,16
"G34019840","1990",,,,,,,,,,"99999",,,"2",,"Eatontown borough","19840",,"1","New Jersey","34",,,,"Eatontown borough",3682,1611,95,34,20
"G34020020","1990",,,,,,,,,,"99999",,,"2",,"Edgewater borough","20020",,"1","New Jersey","34",,,,"Edgewater borough",1568,726,41,21,4
"G34020080","1990",,,,,,,,,,"99999",,,"2",,"Edgewater Park CDP","20080",,"1","New Jersey","34",,,,"Edgewater Park CDP",2103,974,33,22,6
"G34020260","1990",,,,,,,,,,"99999",,,"2",,"Edison CDP","20260",,"1","New Jersey","34",,,,"Edison CDP",21110,9604,581,334,142
"G34020350","1990",,,,,,,,,,"99999",,,"2",,"Egg Harbor City city","20350",,"1","New Jersey","34",,,,"Egg Harbor City city",1022,549,76,16,4
"G34021000","1990",,,,,,,,,,"99999",,,"2",,"Elizabeth city","21000",,"1","New Jersey","34",,,,"Elizabeth city",18042,16545,2712,1219,583
"G34021240","1990",,,,,,,,,,"99999",,,"2",,"Elmer borough","21240",,"1","New Jersey","34",,,,"Elmer borough",398,146,5,1,0
"G34021300","1990",,,,,,,,,,"99999",,,"2",,"Elmwood Park borough","21300",,"1","New Jersey","34",,,,"Elmwood Park borough",4532,2079,120,21,5
"G34021435","1990",,,,,,,,,,"99999",,,"2",,"Elwood-Magnolia CDP","21435",,"1","New Jersey","34",,,,"Elwood-Magnolia CDP",237,169,26,6,2
"G34021450","1990",,,,,,,,,,"99999",,,"2",,"Emerson borough","21450",,"1","New Jersey","34",,,,"Emerson borough",1598,602,15,2,0
"G34021480","1990",,,,,,,,,,"99999",,,"2",,"Englewood city","21480",,"1","New Jersey","34",,,,"Englewood city",5745,2648,345,162,71
"G34021510","1990",,,,,,,,,,"99999",,,"2",,"Englewood Cliffs borough","21510",,"1","New Jersey","34",,,,"Englewood Cliffs borough",1451,350,26,4,2
"G34021570","1990",,,,,,,,,,"99999",,,"2",,"Englishtown borough","21570",,"1","New Jersey","34",,,,"Englishtown borough",276,156,10,1,0
"G34021660","1990",,,,,,,,,,"99999",,,"2",,"Erma CDP","21660",,"1","New Jersey","34",,,,"Erma CDP",485,228,10,0,1
"G34021870","1990",,,,,,,,,,"99999",,,"2",,"Estell Manor city","21870",,"1","New Jersey","34",,,,"Estell Manor city",243,184,8,0,1
"G34022180","1990",,,,,,,,,,"99999",,,"2",,"Ewing CDP","22180",,"1","New Jersey","34",,,,"Ewing CDP",9148,2784,121,36,13
"G34022380","1990",,,,,,,,,,"99999",,,"2",,"Fairfield CDP","22380",,"1","New Jersey","34",,,,"Fairfield CDP",1691,609,16,1,0
"G34022440","1990",,,,,,,,,,"99999",,,"2",,"Fair Haven borough","22440",,"1","New Jersey","34",,,,"Fair Haven borough",1510,367,8,2,0
"G34022470","1990",,,,,,,,,,"99999",,,"2",,"Fair Lawn borough","22470",,"1","New Jersey","34",,,,"Fair Lawn borough",8537,2858,83,12,3
"G34022530","1990",,,,,,,,,,"99999",,,"2",,"Fairton CDP","22530",,"1","New Jersey","34",,,,"Fairton CDP",354,167,6,6,0
"G34022560","1990",,,,,,,,,,"99999",,,"2",,"Fairview borough","22560",,"1","New Jersey","34",,,,"Fairview borough",2408,1627,161,65,18
"G34022740","1990",,,,,,,,,,"99999",,,"2",,"Fairview CDP","22740",,"1","New Jersey","34",,,,"Fairview CDP",927,354,3,0,1
"G34022860","1990",,,,,,,,,,"99999",,,"2",,"Fanwood borough","22860",,"1","New Jersey","34",,,,"Fanwood borough",1878,578,10,2,0
"G34022890","1990",,,,,,,,,,"99999",,,"2",,"Far Hills borough","22890",,"1","New Jersey","34",,,,"Far Hills borough",198,51,0,1,0
