GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACE,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESP001,ESP002,ESP003,ESP004,ESP005
"G48035000","1990",,,,,,,,,,"99999",,,"7",,"Houston city","35000",,"3","Texas","48",,,,"Houston city",372741,171837,32916,21702,17681
"G48035072","1990",,,,,,,,,,"99999",,,"7",,"Howardwick city","35072",,"3","Texas","48",,,,"Howardwick city",74,20,1,0,0
"G48035084","1990",,,,,,,,,,"99999",,,"7",,"Howe town","35084",,"3","Texas","48",,,,"Howe town",465,325,16,5,1
"G48035180","1990",,,,,,,,,,"99999",,,"7",,"Hubbard city","35180",,"3","Texas","48",,,,"Hubbard city",455,172,18,1,4
"G48035228","1990",,,,,,,,,,"99999",,,"7",,"Hudson city","35228",,"3","Texas","48",,,,"Hudson city",461,330,23,11,3
"G48035254","1990",,,,,,,,,,"99999",,,"7",,"Hudson Oaks town","35254",,"3","Texas","48",,,,"Hudson Oaks town",148,101,4,0,1
"G48035300","1990",,,,,,,,,,"99999",,,"7",,"Hughes Springs city","35300",,"3","Texas","48",,,,"Hughes Springs city",482,246,21,10,3
"G48035348","1990",,,,,,,,,,"99999",,,"7",,"Humble city","35348",,"3","Texas","48",,,,"Humble city",2801,1643,153,89,52
"G48035480","1990",,,,,,,,,,"99999",,,"7",,"Hunters Creek Village city","35480",,"3","Texas","48",,,,"Hunters Creek Village city",1259,129,1,1,1
"G48035492","1990",,,,,,,,,,"99999",,,"7",,"Huntington city","35492",,"3","Texas","48",,,,"Huntington city",391,256,25,5,0
"G48035528","1990",,,,,,,,,,"99999",,,"7",,"Huntsville city","35528",,"3","Texas","48",,,,"Huntsville city",4670,2619,274,224,66
"G48035576","1990",,,,,,,,,,"99999",,,"7",,"Hurst city","35576",,"3","Texas","48",,,,"Hurst city",8518,3873,238,112,38
"G48035612","1990",,,,,,,,,,"99999",,,"7",,"Hutchins city","35612",,"3","Texas","48",,,,"Hutchins city",456,343,56,31,9
"G48035624","1990",,,,,,,,,,"99999",,,"7",,"Hutto town","35624",,"3","Texas","48",,,,"Hutto town",121,83,10,0,3
"G48035636","1990",,,,,,,,,,"99999",,,"7",,"Huxley city","35636",,"3","Texas","48",,,,"Huxley city",118,34,2,0,0
"G48035732","1990",,,,,,,,,,"99999",,,"7",,"Idalou town","35732",,"3","Texas","48",,,,"Idalou town",430,251,33,11,5
"G48035816","1990",,,,,,,,,,"99999",,,"7",,"Impact town","35816",,"3","Texas","48",,,,"Impact town",10,2,0,0,0
"G48035918","1990",,,,,,,,,,"99999",,,"7",,"Indian Lake town","35918",,"3","Texas","48",,,,"Indian Lake town",165,39,1,2,1
"G48035996","1990",,,,,,,,,,"99999",,,"7",,"Inez CDP","35996",,"3","Texas","48",,,,"Inez CDP",257,173,21,4,0
"G48036008","1990",,,,,,,,,,"99999",,,"7",,"Ingleside city","36008",,"3","Texas","48",,,,"Ingleside city",882,787,132,54,12
"G48036032","1990",,,,,,,,,,"99999",,,"7",,"Ingram city","36032",,"3","Texas","48",,,,"Ingram city",316,186,35,5,2
"G48036092","1990",,,,,,,,,,"99999",,,"7",,"Iowa Colony village","36092",,"3","Texas","48",,,,"Iowa Colony village",132,80,9,7,0
"G48036104","1990",,,,,,,,,,"99999",,,"7",,"Iowa Park city","36104",,"3","Texas","48",,,,"Iowa Park city",1357,837,31,4,1
"G48036128","1990",,,,,,,,,,"99999",,,"7",,"Iraan city","36128",,"3","Texas","48",,,,"Iraan city",262,169,18,20,3
"G48036140","1990",,,,,,,,,,"99999",,,"7",,"Iredell city","36140",,"3","Texas","48",,,,"Iredell city",102,39,3,0,0
"G48037000","1990",,,,,,,,,,"99999",,,"7",,"Irving city","37000",,"3","Texas","48",,,,"Irving city",38692,19511,2520,1481,1032
"G48037072","1990",,,,,,,,,,"99999",,,"7",,"Italy town","37072",,"3","Texas","48",,,,"Italy town",354,199,24,7,2
"G48037084","1990",,,,,,,,,,"99999",,,"7",,"Itasca city","37084",,"3","Texas","48",,,,"Itasca city",335,165,30,7,3
"G48037156","1990",,,,,,,,,,"99999",,,"7",,"Jacinto City city","37156",,"3","Texas","48",,,,"Jacinto City city",1364,1005,266,155,128
"G48037168","1990",,,,,,,,,,"99999",,,"7",,"Jacksboro city","37168",,"3","Texas","48",,,,"Jacksboro city",933,368,35,5,5
"G48037216","1990",,,,,,,,,,"99999",,,"7",,"Jacksonville city","37216",,"3","Texas","48",,,,"Jacksonville city",2903,1396,205,87,44
"G48037252","1990",,,,,,,,,,"99999",,,"7",,"Jamaica Beach village","37252",,"3","Texas","48",,,,"Jamaica Beach village",168,84,7,1,1
"G48037420","1990",,,,,,,,,,"99999",,,"7",,"Jasper city","37420",,"3","Texas","48",,,,"Jasper city",1595,762,120,47,12
"G48037468","1990",,,,,,,,,,"99999",,,"7",,"Jayton town","37468",,"3","Texas","48",,,,"Jayton town",157,70,6,1,0
"G48037528","1990",,,,,,,,,,"99999",,,"7",,"Jefferson city","37528",,"3","Texas","48",,,,"Jefferson city",639,230,26,10,2
"G48037612","1990",,,,,,,,,,"99999",,,"7",,"Jersey Village city","37612",,"3","Texas","48",,,,"Jersey Village city",1168,330,8,2,0
"G48037648","1990",,,,,,,,,,"99999",,,"7",,"Jewett city","37648",,"3","Texas","48",,,,"Jewett city",161,81,13,3,6
"G48037684","1990",,,,,,,,,,"99999",,,"7",,"Joaquin city","37684",,"3","Texas","48",,,,"Joaquin city",182,104,10,7,3
"G48037780","1990",,,,,,,,,,"99999",,,"7",,"Johnson City city","37780",,"3","Texas","48",,,,"Johnson City city",246,117,5,6,2
"G48037924","1990",,,,,,,,,,"99999",,,"7",,"Jolly city","37924",,"3","Texas","48",,,,"Jolly city",37,27,3,0,0
"G48037936","1990",,,,,,,,,,"99999",,,"7",,"Jollyville CDP","37936",,"3","Texas","48",,,,"Jollyville CDP",3925,1972,92,35,10
"G48037984","1990",,,,,,,,,,"99999",,,"7",,"Jones Creek village","37984",,"3","Texas","48",,,,"Jones Creek village",463,250,31,6,4
"G48038020","1990",,,,,,,,,,"99999",,,"7",,"Jonestown city","38020",,"3","Texas","48",,,,"Jonestown city",281,178,22,7,2
"G48038068","1990",,,,,,,,,,"99999",,,"7",,"Josephine town","38068",,"3","Texas","48",,,,"Josephine town",102,60,8,3,0
"G48038080","1990",,,,,,,,,,"99999",,,"7",,"Joshua city","38080",,"3","Texas","48",,,,"Joshua city",797,558,39,9,2
"G48038116","1990",,,,,,,,,,"99999",,,"7",,"Jourdanton city","38116",,"3","Texas","48",,,,"Jourdanton city",509,414,56,37,14
"G48038248","1990",,,,,,,,,,"99999",,,"7",,"Junction city","38248",,"3","Texas","48",,,,"Junction city",628,318,42,15,8
"G48038332","1990",,,,,,,,,,"99999",,,"7",,"Justin city","38332",,"3","Texas","48",,,,"Justin city",255,154,11,4,1
"G48038452","1990",,,,,,,,,,"99999",,,"7",,"Karnes City town","38452",,"3","Texas","48",,,,"Karnes City town",516,313,79,26,21
"G48038476","1990",,,,,,,,,,"99999",,,"7",,"Katy city","38476",,"3","Texas","48",,,,"Katy city",1552,968,84,29,50
"G48038488","1990",,,,,,,,,,"99999",,,"7",,"Kaufman city","38488",,"3","Texas","48",,,,"Kaufman city",1088,585,89,53,29
"G48038548","1990",,,,,,,,,,"99999",,,"7",,"Keene city","38548",,"3","Texas","48",,,,"Keene city",726,410,74,26,14
"G48038632","1990",,,,,,,,,,"99999",,,"7",,"Keller city","38632",,"3","Texas","48",,,,"Keller city",2906,1521,54,5,1
"G48038776","1990",,,,,,,,,,"99999",,,"7",,"Kemah city","38776",,"3","Texas","48",,,,"Kemah city",225,136,26,14,9
"G48038788","1990",,,,,,,,,,"99999",,,"7",,"Kemp town","38788",,"3","Texas","48",,,,"Kemp town",269,151,16,3,1
"G48038848","1990",,,,,,,,,,"99999",,,"7",,"Kendleton city","38848",,"3","Texas","48",,,,"Kendleton city",99,51,17,3,1
"G48038860","1990",,,,,,,,,,"99999",,,"7",,"Kenedy city","38860",,"3","Texas","48",,,,"Kenedy city",658,414,104,32,18
"G48038872","1990",,,,,,,,,,"99999",,,"7",,"Kenefick town","38872",,"3","Texas","48",,,,"Kenefick town",78,54,6,4,1
"G48038884","1990",,,,,,,,,,"99999",,,"7",,"Kennard city","38884",,"3","Texas","48",,,,"Kennard city",84,40,7,2,1
"G48038896","1990",,,,,,,,,,"99999",,,"7",,"Kennedale city","38896",,"3","Texas","48",,,,"Kennedale city",889,501,50,13,5
"G48038992","1990",,,,,,,,,,"99999",,,"7",,"Kerens city","38992",,"3","Texas","48",,,,"Kerens city",450,185,25,3,2
"G48039004","1990",,,,,,,,,,"99999",,,"7",,"Kermit city","39004",,"3","Texas","48",,,,"Kermit city",1357,793,139,47,20
"G48039040","1990",,,,,,,,,,"99999",,,"7",,"Kerrville city","39040",,"3","Texas","48",,,,"Kerrville city",5115,1668,216,95,45
"G48039124","1990",,,,,,,,,,"99999",,,"7",,"Kilgore city","39124",,"3","Texas","48",,,,"Kilgore city",2965,1251,104,34,8
"G48039148","1990",,,,,,,,,,"99999",,,"7",,"Killeen city","39148",,"3","Texas","48",,,,"Killeen city",11175,10186,1210,511,166
"G48039304","1990",,,,,,,,,,"99999",,,"7",,"Kingsland CDP","39304",,"3","Texas","48",,,,"Kingsland CDP",961,250,20,10,5
"G48039352","1990",,,,,,,,,,"99999",,,"7",,"Kingsville city","39352",,"3","Texas","48",,,,"Kingsville city",4473,3214,523,230,89
"G48039376","1990",,,,,,,,,,"99999",,,"7",,"Kingwood CDP","39376",,"3","Texas","48",,,,"Kingwood CDP",9280,2603,91,25,7
"G48039448","1990",,,,,,,,,,"99999",,,"7",,"Kirby city","39448",,"3","Texas","48",,,,"Kirby city",1375,1196,124,35,11
"G48039460","1990",,,,,,,,,,"99999",,,"7",,"Kirbyville city","39460",,"3","Texas","48",,,,"Kirbyville city",469,213,32,2,3
"G48039520","1990",,,,,,,,,,"99999",,,"7",,"Kirvin town","39520",,"3","Texas","48",,,,"Kirvin town",27,14,2,0,0
"G48039680","1990",,,,,,,,,,"99999",,,"7",,"Knollwood village","39680",,"3","Texas","48",,,,"Knollwood village",42,33,3,0,0
"G48039700","1990",,,,,,,,,,"99999",,,"7",,"Knox City city","39700",,"3","Texas","48",,,,"Knox City city",355,153,21,7,1
"G48039844","1990",,,,,,,,,,"99999",,,"7",,"Kosse town","39844",,"3","Texas","48",,,,"Kosse town",149,58,8,3,0
"G48039868","1990",,,,,,,,,,"99999",,,"7",,"Kountze city","39868",,"3","Texas","48",,,,"Kountze city",416,251,35,15,2
"G48039904","1990",,,,,,,,,,"99999",,,"7",,"Kress city","39904",,"3","Texas","48",,,,"Kress city",120,95,16,7,0
"G48039916","1990",,,,,,,,,,"99999",,,"7",,"Krugerville city","39916",,"3","Texas","48",,,,"Krugerville city",154,94,0,1,0
"G48039928","1990",,,,,,,,,,"99999",,,"7",,"Krum city","39928",,"3","Texas","48",,,,"Krum city",292,224,14,2,0
"G48039952","1990",,,,,,,,,,"99999",,,"7",,"Kyle town","39952",,"3","Texas","48",,,,"Kyle town",244,294,66,29,8
"G48040005","1990",,,,,,,,,,"99999",,,"7",,"La Casita-Garciasville CDP","40005",,"3","Texas","48",,,,"La Casita-Garciasville CDP",74,114,44,26,26
"G48040036","1990",,,,,,,,,,"99999",,,"7",,"Lackland AFB CDP","40036",,"3","Texas","48",,,,"Lackland AFB CDP",188,624,39,22,0
"G48040108","1990",,,,,,,,,,"99999",,,"7",,"LaCoste city","40108",,"3","Texas","48",,,,"LaCoste city",140,127,36,9,3
"G48040168","1990",,,,,,,,,,"99999",,,"7",,"Lacy-Lakeview city","40168",,"3","Texas","48",,,,"Lacy-Lakeview city",872,549,62,27,8
"G48040180","1990",,,,,,,,,,"99999",,,"7",,"Ladonia town","40180",,"3","Texas","48",,,,"Ladonia town",190,74,10,1,2
"G48040204","1990",,,,,,,,,,"99999",,,"7",,"La Feria city","40204",,"3","Texas","48",,,,"La Feria city",616,521,126,73,30
"G48040264","1990",,,,,,,,,,"99999",,,"7",,"Lago Vista city","40264",,"3","Texas","48",,,,"Lago Vista city",760,192,12,6,1
"G48040276","1990",,,,,,,,,,"99999",,,"7",,"La Grange city","40276",,"3","Texas","48",,,,"La Grange city",1205,381,48,17,12
"G48040288","1990",,,,,,,,,,"99999",,,"7",,"La Grulla city","40288",,"3","Texas","48",,,,"La Grulla city",126,154,48,22,16
"G48040300","1990",,,,,,,,,,"99999",,,"7",,"Laguna Heights CDP","40300",,"3","Texas","48",,,,"Laguna Heights CDP",101,173,77,32,49
"G48040336","1990",,,,,,,,,,"99999",,,"7",,"Laguna Vista village","40336",,"3","Texas","48",,,,"Laguna Vista village",228,157,16,12,2
"G48040342","1990",,,,,,,,,,"99999",,,"7",,"La Homa CDP","40342",,"3","Texas","48",,,,"La Homa CDP",43,124,67,30,26
"G48040384","1990",,,,,,,,,,"99999",,,"7",,"La Joya city","40384",,"3","Texas","48",,,,"La Joya city",122,269,121,59,46
"G48040450","1990",,,,,,,,,,"99999",,,"7",,"Lake Bridgeport city","40450",,"3","Texas","48",,,,"Lake Bridgeport city",93,37,5,3,0
"G48040456","1990",,,,,,,,,,"99999",,,"7",,"Lake Brownwood CDP","40456",,"3","Texas","48",,,,"Lake Brownwood CDP",370,133,16,5,1
"G48040472","1990",,,,,,,,,,"99999",,,"7",,"Lake City town","40472",,"3","Texas","48",,,,"Lake City town",142,47,8,3,0
"G48040516","1990",,,,,,,,,,"99999",,,"7",,"Lake Dallas city","40516",,"3","Texas","48",,,,"Lake Dallas city",803,519,56,7,6
"G48040576","1990",,,,,,,,,,"99999",,,"7",,"Lakehills CDP","40576",,"3","Texas","48",,,,"Lakehills CDP",586,251,26,15,4
"G48040588","1990",,,,,,,,,,"99999",,,"7",,"Lake Jackson city","40588",,"3","Texas","48",,,,"Lake Jackson city",5283,2615,151,63,29
"G48040696","1990",,,,,,,,,,"99999",,,"7",,"Lakeport city","40696",,"3","Texas","48",,,,"Lakeport city",180,84,7,1,0
"G48040738","1990",,,,,,,,,,"99999",,,"7",,"Lakeside town","40738",,"3","Texas","48",,,,"Lakeside town",82,26,6,0,1
"G48040744","1990",,,,,,,,,,"99999",,,"7",,"Lakeside town","40744",,"3","Texas","48",,,,"Lakeside town",236,79,2,0,0
"G48040756","1990",,,,,,,,,,"99999",,,"7",,"Lakeside City town","40756",,"3","Texas","48",,,,"Lakeside City town",193,99,5,0,1
"G48040804","1990",,,,,,,,,,"99999",,,"7",,"Lake Tanglewood village","40804",,"3","Texas","48",,,,"Lake Tanglewood village",218,47,1,1,0
"G48040888","1990",,,,,,,,,,"99999",,,"7",,"Lakeview town","40888",,"3","Texas","48",,,,"Lakeview town",38,18,7,4,1
"G48040984","1990",,,,,,,,,,"99999",,,"7",,"Lakeway city","40984",,"3","Texas","48",,,,"Lakeway city",1363,298,8,2,0
"G48041010","1990",,,,,,,,,,"99999",,,"7",,"Lakewood Village city","41010",,"3","Texas","48",,,,"Lakewood Village city",40,20,0,0,0
"G48041056","1990",,,,,,,,,,"99999",,,"7",,"Lake Worth city","41056",,"3","Texas","48",,,,"Lake Worth city",988,582,50,12,6
"G48041116","1990",,,,,,,,,,"99999",,,"7",,"La Marque city","41116",,"3","Texas","48",,,,"La Marque city",3314,1726,170,53,16
"G48041164","1990",,,,,,,,,,"99999",,,"7",,"Lamesa city","41164",,"3","Texas","48",,,,"Lamesa city",2240,1175,261,95,57
"G48041188","1990",,,,,,,,,,"99999",,,"7",,"Lampasas city","41188",,"3","Texas","48",,,,"Lampasas city",1590,727,87,36,17
"G48041212","1990",,,,,,,,,,"99999",,,"7",,"Lancaster city","41212",,"3","Texas","48",,,,"Lancaster city",4430,2842,295,102,34
"G48041440","1990",,,,,,,,,,"99999",,,"7",,"La Porte city","41440",,"3","Texas","48",,,,"La Porte city",4754,3807,379,143,61
"G48041452","1990",,,,,,,,,,"99999",,,"7",,"La Pryor CDP","41452",,"3","Texas","48",,,,"La Pryor CDP",135,151,51,24,13
"G48041464","1990",,,,,,,,,,"99999",,,"7",,"Laredo city","41464",,"3","Texas","48",,,,"Laredo city",10246,13317,4500,2427,1539
"G48041644","1990",,,,,,,,,,"99999",,,"7",,"Latexo city","41644",,"3","Texas","48",,,,"Latexo city",76,38,2,1,0
"G48041704","1990",,,,,,,,,,"99999",,,"7",,"Laughlin AFB CDP","41704",,"3","Texas","48",,,,"Laughlin AFB CDP",238,387,18,2,0
"G48041764","1990",,,,,,,,,,"99999",,,"7",,"La Vernia city","41764",,"3","Texas","48",,,,"La Vernia city",117,96,10,3,0
"G48041788","1990",,,,,,,,,,"99999",,,"7",,"La Villa city","41788",,"3","Texas","48",,,,"La Villa city",60,120,77,31,16
"G48041800","1990",,,,,,,,,,"99999",,,"7",,"Lavon town","41800",,"3","Texas","48",,,,"Lavon town",62,44,0,0,1
"G48041848","1990",,,,,,,,,,"99999",,,"7",,"La Ward city","41848",,"3","Texas","48",,,,"La Ward city",37,17,3,2,0
"G48041872","1990",,,,,,,,,,"99999",,,"7",,"Lawn town","41872",,"3","Texas","48",,,,"Lawn town",96,41,5,2,1
"G48041884","1990",,,,,,,,,,"99999",,,"7",,"Lawrence village","41884",,"3","Texas","48",,,,"Lawrence village",45,28,3,4,0
"G48041980","1990",,,,,,,,,,"99999",,,"7",,"League City city","41980",,"3","Texas","48",,,,"League City city",6526,3604,275,128,53
"G48042004","1990",,,,,,,,,,"99999",,,"7",,"Leakey city","42004",,"3","Texas","48",,,,"Leakey city",107,44,11,2,1
"G48042016","1990",,,,,,,,,,"99999",,,"7",,"Leander city","42016",,"3","Texas","48",,,,"Leander city",550,492,41,15,2
"G48042028","1990",,,,,,,,,,"99999",,,"7",,"Leary city","42028",,"3","Texas","48",,,,"Leary city",97,54,3,1,0
"G48042148","1990",,,,,,,,,,"99999",,,"7",,"Lefors town","42148",,"3","Texas","48",,,,"Lefors town",168,82,7,1,0
"G48042340","1990",,,,,,,,,,"99999",,,"7",,"Leona town","42340",,"3","Texas","48",,,,"Leona town",45,21,3,1,0
"G48042352","1990",,,,,,,,,,"99999",,,"7",,"Leonard city","42352",,"3","Texas","48",,,,"Leonard city",397,222,21,9,0
"G48042388","1990",,,,,,,,,,"99999",,,"7",,"Leon Valley city","42388",,"3","Texas","48",,,,"Leon Valley city",2216,1154,67,30,16
"G48042400","1990",,,,,,,,,,"99999",,,"7",,"Leroy city","42400",,"3","Texas","48",,,,"Leroy city",69,36,2,0,0
"G48042448","1990",,,,,,,,,,"99999",,,"7",,"Levelland city","42448",,"3","Texas","48",,,,"Levelland city",2557,1680,270,97,43
"G48042508","1990",,,,,,,,,,"99999",,,"7",,"Lewisville city","42508",,"3","Texas","48",,,,"Lewisville city",10672,6173,511,229,98
"G48042532","1990",,,,,,,,,,"99999",,,"7",,"Lexington town","42532",,"3","Texas","48",,,,"Lexington town",251,118,11,3,2
"G48042568","1990",,,,,,,,,,"99999",,,"7",,"Liberty city","42568",,"3","Texas","48",,,,"Liberty city",1747,886,123,44,23
"G48042616","1990",,,,,,,,,,"99999",,,"7",,"Liberty City CDP","42616",,"3","Texas","48",,,,"Liberty City CDP",305,226,15,0,0
"G48042808","1990",,,,,,,,,,"99999",,,"7",,"Lincoln Park town","42808",,"3","Texas","48",,,,"Lincoln Park town",34,48,7,2,0
"G48042820","1990",,,,,,,,,,"99999",,,"7",,"Lindale town","42820",,"3","Texas","48",,,,"Lindale town",538,306,29,4,3
"G48042844","1990",,,,,,,,,,"99999",,,"7",,"Linden city","42844",,"3","Texas","48",,,,"Linden city",627,278,30,4,1
"G48042868","1990",,,,,,,,,,"99999",,,"7",,"Lindsay town","42868",,"3","Texas","48",,,,"Lindsay town",118,84,2,0,0
"G48042940","1990",,,,,,,,,,"99999",,,"7",,"Lipan city","42940",,"3","Texas","48",,,,"Lipan city",98,43,2,2,1
"G48043012","1990",,,,,,,,,,"99999",,,"7",,"Little Elm town","43012",,"3","Texas","48",,,,"Little Elm town",198,173,24,10,2
"G48043024","1990",,,,,,,,,,"99999",,,"7",,"Littlefield city","43024",,"3","Texas","48",,,,"Littlefield city",1517,717,119,41,16
"G48043066","1990",,,,,,,,,,"99999",,,"7",,"Little River-Academy city","43066",,"3","Texas","48",,,,"Little River-Academy city",295,196,12,2,2
"G48043096","1990",,,,,,,,,,"99999",,,"7",,"Live Oak city","43096",,"3","Texas","48",,,,"Live Oak city",2000,1386,75,28,8
"G48043120","1990",,,,,,,,,,"99999",,,"7",,"Liverpool village","43120",,"3","Texas","48",,,,"Liverpool village",66,63,7,2,1
"G48043132","1990",,,,,,,,,,"99999",,,"7",,"Livingston town","43132",,"3","Texas","48",,,,"Livingston town",1214,603,62,19,17
"G48043144","1990",,,,,,,,,,"99999",,,"7",,"Llano city","43144",,"3","Texas","48",,,,"Llano city",830,333,34,5,9
"G48043240","1990",,,,,,,,,,"99999",,,"7",,"Lockhart city","43240",,"3","Texas","48",,,,"Lockhart city",1663,1083,208,72,39
"G48043252","1990",,,,,,,,,,"99999",,,"7",,"Lockney town","43252",,"3","Texas","48",,,,"Lockney town",430,224,50,19,8
"G48043354","1990",,,,,,,,,,"99999",,,"7",,"Log Cabin city","43354",,"3","Texas","48",,,,"Log Cabin city",139,70,3,3,0
"G48043516","1990",,,,,,,,,,"99999",,,"7",,"Lometa city","43516",,"3","Texas","48",,,,"Lometa city",175,58,13,4,2
"G48043636","1990",,,,,,,,,,"99999",,,"7",,"Lone Oak town","43636",,"3","Texas","48",,,,"Lone Oak town",131,78,3,1,0
"G48043684","1990",,,,,,,,,,"99999",,,"7",,"Lone Star city","43684",,"3","Texas","48",,,,"Lone Star city",371,207,22,2,1
"G48043888","1990",,,,,,,,,,"99999",,,"7",,"Longview city","43888",,"3","Texas","48",,,,"Longview city",17857,8208,814,236,91
"G48043972","1990",,,,,,,,,,"99999",,,"7",,"Lopezville CDP","43972",,"3","Texas","48",,,,"Lopezville CDP",97,248,145,67,69
"G48043996","1990",,,,,,,,,,"99999",,,"7",,"Loraine town","43996",,"3","Texas","48",,,,"Loraine town",181,75,19,4,0
"G48044020","1990",,,,,,,,,,"99999",,,"7",,"Lorena town","44020",,"3","Texas","48",,,,"Lorena town",202,180,10,1,1
"G48044032","1990",,,,,,,,,,"99999",,,"7",,"Lorenzo town","44032",,"3","Texas","48",,,,"Lorenzo town",237,135,33,11,4
"G48044116","1990",,,,,,,,,,"99999",,,"7",,"Los Fresnos city","44116",,"3","Texas","48",,,,"Los Fresnos city",276,287,76,35,15
"G48044166","1990",,,,,,,,,,"99999",,,"7",,"Lost Creek CDP","44166",,"3","Texas","48",,,,"Lost Creek CDP",1025,268,6,0,0
"G48044170","1990",,,,,,,,,,"99999",,,"7",,"Los Ybanez city","44170",,"3","Texas","48",,,,"Los Ybanez city",2,16,2,2,0
"G48044176","1990",,,,,,,,,,"99999",,,"7",,"Lott city","44176",,"3","Texas","48",,,,"Lott city",198,103,9,2,0
"G48044260","1990",,,,,,,,,,"99999",,,"7",,"Lovelady city","44260",,"3","Texas","48",,,,"Lovelady city",162,65,12,1,0
"G48044308","1990",,,,,,,,,,"99999",,,"7",,"Lowry Crossing city","44308",,"3","Texas","48",,,,"Lowry Crossing city",153,128,7,0,0
"G48045000","1990",,,,,,,,,,"99999",,,"7",,"Lubbock city","45000",,"3","Texas","48",,,,"Lubbock city",41742,22837,2731,1252,581
"G48045012","1990",,,,,,,,,,"99999",,,"7",,"Lucas town","45012",,"3","Texas","48",,,,"Lucas town",491,196,8,2,0
"G48045048","1990",,,,,,,,,,"99999",,,"7",,"Lueders city","45048",,"3","Texas","48",,,,"Lueders city",90,45,5,2,0
"G48045060","1990",,,,,,,,,,"99999",,,"7",,"Luella town","45060",,"3","Texas","48",,,,"Luella town",116,72,2,1,0
"G48045072","1990",,,,,,,,,,"99999",,,"7",,"Lufkin city","45072",,"3","Texas","48",,,,"Lufkin city",7062,3413,434,199,114
"G48045096","1990",,,,,,,,,,"99999",,,"7",,"Luling city","45096",,"3","Texas","48",,,,"Luling city",1098,518,83,45,25
"G48045120","1990",,,,,,,,,,"99999",,,"7",,"Lumberton city","45120",,"3","Texas","48",,,,"Lumberton city",1274,954,61,13,4
"G48045228","1990",,,,,,,,,,"99999",,,"7",,"Lyford city","45228",,"3","Texas","48",,,,"Lyford city",194,173,56,32,21
"G48045288","1990",,,,,,,,,,"99999",,,"7",,"Lytle city","45288",,"3","Texas","48",,,,"Lytle city",387,277,49,23,5
"G48045324","1990",,,,,,,,,,"99999",,,"7",,"Mabank town","45324",,"3","Texas","48",,,,"Mabank town",455,189,34,9,2
"G48045384","1990",,,,,,,,,,"99999",,,"7",,"McAllen city","45384",,"3","Texas","48",,,,"McAllen city",10823,9207,2450,1480,945
"G48045432","1990",,,,,,,,,,"99999",,,"7",,"McCamey city","45432",,"3","Texas","48",,,,"McCamey city",401,328,63,24,3
"G48045672","1990",,,,,,,,,,"99999",,,"7",,"McGregor city","45672",,"3","Texas","48",,,,"McGregor city",1063,531,60,24,9
"G48045744","1990",,,,,,,,,,"99999",,,"7",,"McKinney city","45744",,"3","Texas","48",,,,"McKinney city",4783,2255,330,143,85
"G48045780","1990",,,,,,,,,,"99999",,,"7",,"McLean town","45780",,"3","Texas","48",,,,"McLean town",306,73,2,1,0
"G48045804","1990",,,,,,,,,,"99999",,,"7",,"McLendon-Chisholm city","45804",,"3","Texas","48",,,,"McLendon-Chisholm city",138,59,4,0,1
"G48045948","1990",,,,,,,,,,"99999",,,"7",,"McQueeney CDP","45948",,"3","Texas","48",,,,"McQueeney CDP",480,266,32,14,4
"G48045996","1990",,,,,,,,,,"99999",,,"7",,"Madisonville city","45996",,"3","Texas","48",,,,"Madisonville city",849,362,79,41,12
"G48046056","1990",,,,,,,,,,"99999",,,"7",,"Magnolia town","46056",,"3","Texas","48",,,,"Magnolia town",179,119,16,9,3
"G48046224","1990",,,,,,,,,,"99999",,,"7",,"Malakoff city","46224",,"3","Texas","48",,,,"Malakoff city",537,249,27,6,3
"G48046260","1990",,,,,,,,,,"99999",,,"7",,"Malone town","46260",,"3","Texas","48",,,,"Malone town",77,40,3,2,0
"G48046440","1990",,,,,,,,,,"99999",,,"7",,"Manor city","46440",,"3","Texas","48",,,,"Manor city",177,133,25,12,2
"G48046452","1990",,,,,,,,,,"99999",,,"7",,"Mansfield city","46452",,"3","Texas","48",,,,"Mansfield city",2900,1957,169,69,35
"G48046500","1990",,,,,,,,,,"99999",,,"7",,"Manvel city","46500",,"3","Texas","48",,,,"Manvel city",678,481,48,16,6
"G48046584","1990",,,,,,,,,,"99999",,,"7",,"Marble Falls city","46584",,"3","Texas","48",,,,"Marble Falls city",969,498,59,24,5
"G48046620","1990",,,,,,,,,,"99999",,,"7",,"Marfa city","46620",,"3","Texas","48",,,,"Marfa city",610,301,36,10,0
"G48046668","1990",,,,,,,,,,"99999",,,"7",,"Marietta town","46668",,"3","Texas","48",,,,"Marietta town",46,18,3,0,0
"G48046692","1990",,,,,,,,,,"99999",,,"7",,"Marion city","46692",,"3","Texas","48",,,,"Marion city",163,143,18,4,5
"G48046716","1990",,,,,,,,,,"99999",,,"7",,"Markham CDP","46716",,"3","Texas","48",,,,"Markham CDP",185,159,27,16,3
"G48046740","1990",,,,,,,,,,"99999",,,"7",,"Marlin city","46740",,"3","Texas","48",,,,"Marlin city",1693,682,100,26,15
