GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G3500375","1970","New Mexico","35",,,"Santo Domingo Pueblo (U)","0375",,,,,,,,,,,"Santo Domingo Pueblo (U)",49,36,162
"G3500380","1970","New Mexico","35",,,"Silver City","0380",,,,,,,,,,,"Silver City",1976,211,135
"G3500385","1970","New Mexico","35",,,"Socorro","0385",,,,,,,,,,,"Socorro",1102,108,80
"G3500393","1970","New Mexico","35",,,"South Valley (U)","0393",,,,,,,,,,,"South Valley (U)",5877,1142,620
"G3500395","1970","New Mexico","35",,,"Springer","0395",,,,,,,,,,,"Springer",406,54,27
"G3500405","1970","New Mexico","35",,,"Taos","0405",,,,,,,,,,,"Taos",655,85,48
"G3500407","1970","New Mexico","35",,,"Taos Pueblo (U)","0407",,,,,,,,,,,"Taos Pueblo (U)",121,53,95
"G3500410","1970","New Mexico","35",,,"Tatum","0410",,,,,,,,,,,"Tatum",287,24,7
"G3500415","1970","New Mexico","35",,,"Texico","0415",,,,,,,,,,,"Texico",208,18,13
"G3500420","1970","New Mexico","35",,,"Truth Or Consequences","0420",,,,,,,,,,,"Truth Or Consequences",1872,96,68
"G3500425","1970","New Mexico","35",,,"Tucumcari","0425",,,,,,,,,,,"Tucumcari",2140,184,99
"G3500430","1970","New Mexico","35",,,"Tularosa","0430",,,,,,,,,,,"Tularosa",610,122,45
"G3500432","1970","New Mexico","35",,,"University Park-Tortugas (U)","0432",,,,,,,,,,,"University Park-Tortugas (U)",660,54,22
"G3500435","1970","New Mexico","35",,,"Vaughn","0435",,,,,,,,,,,"Vaughn",218,26,19
"G3500440","1970","New Mexico","35",,,"Virden","0440",,,,,,,,,,,"Virden",32,3,4
"G3500445","1970","New Mexico","35",,,"Wagon Mound","0445",,,,,,,,,,,"Wagon Mound",156,23,18
"G3500446","1970","New Mexico","35",,,"White Rock (U)","0446",,,,,,,,,,,"White Rock (U)",917,30,5
"G3500447","1970","New Mexico","35",,,"White Sands (U)","0447",,,,,,,,,,,"White Sands (U)",830,60,16
"G3500450","1970","New Mexico","35",,,"Willard","0450",,,,,,,,,,,"Willard",45,8,5
"G3500452","1970","New Mexico","35",,,"Williamsburg","0452",,,,,,,,,,,"Williamsburg",136,8,5
"G3500455","1970","New Mexico","35",,,"Zuni Pueblo (U)","0455",,,,,,,,,,,"Zuni Pueblo (U)",152,92,268
"G3600005","1970","New York","36",,,"Adams","0005",,,,,,,,,,,"Adams",587,20,5
"G3600015","1970","New York","36",,,"Addison","0015",,,,,,,,,,,"Addison",664,25,3
"G3600020","1970","New York","36",,,"Afton","0020",,,,,,,,,,,"Afton",335,3,2
"G3600025","1970","New York","36",,,"Akron","0025",,,,,,,,,,,"Akron",898,31,7
"G3600030","1970","New York","36",,,"Albany","0030",,,,,,,,,,,"Albany",39506,1363,410
"G3600033","1970","New York","36",,,"Albertson (U)","0033",,,,,,,,,,,"Albertson (U)",1782,43,9
"G3600035","1970","New York","36",,,"Albion","0035",,,,,,,,,,,"Albion",1723,40,14
"G3600040","1970","New York","36",,,"Alden","0040",,,,,,,,,,,"Alden",731,40,3
"G3600045","1970","New York","36",,,"Alexander","0045",,,,,,,,,,,"Alexander",139,4,0
"G3600050","1970","New York","36",,,"Alexandria Bay","0050",,,,,,,,,,,"Alexandria Bay",478,11,4
"G3600055","1970","New York","36",,,"Alfred","0055",,,,,,,,,,,"Alfred",397,8,2
"G3600060","1970","New York","36",,,"Allegany","0060",,,,,,,,,,,"Allegany",619,21,3
"G3600065","1970","New York","36",,,"Almond","0065",,,,,,,,,,,"Almond",219,6,0
"G3600070","1970","New York","36",,,"Altamont","0070",,,,,,,,,,,"Altamont",438,13,1
"G3600075","1970","New York","36",,,"Altmar","0075",,,,,,,,,,,"Altmar",86,11,3
"G3600083","1970","New York","36",,,"Amenia (U)","0083",,,,,,,,,,,"Amenia (U)",333,22,3
"G3600085","1970","New York","36",,,"Ames","0085",,,,,,,,,,,"Ames",66,0,0
"G3600090","1970","New York","36",,,"Amityville","0090",,,,,,,,,,,"Amityville",3047,78,24
"G3600095","1970","New York","36",,,"Amsterdam","0095",,,,,,,,,,,"Amsterdam",9000,223,47
"G3600100","1970","New York","36",,,"Andes","0100",,,,,,,,,,,"Andes",129,1,0
"G3600105","1970","New York","36",,,"Andover","0105",,,,,,,,,,,"Andover",414,6,1
"G3600110","1970","New York","36",,,"Angelica","0110",,,,,,,,,,,"Angelica",286,7,4
"G3600115","1970","New York","36",,,"Angola","0115",,,,,,,,,,,"Angola",743,44,5
"G3600120","1970","New York","36",,,"Angola On The Lake (U)","0120",,,,,,,,,,,"Angola On The Lake (U)",412,32,2
"G3600125","1970","New York","36",,,"Antwerp","0125",,,,,,,,,,,"Antwerp",240,9,0
"G3600127","1970","New York","36",,,"Apalachin (U)","0127",,,,,,,,,,,"Apalachin (U)",312,25,3
"G3600135","1970","New York","36",,,"Arcade","0135",,,,,,,,,,,"Arcade",625,21,0
"G3600140","1970","New York","36",,,"Ardsley","0140",,,,,,,,,,,"Ardsley",1195,24,3
"G3600145","1970","New York","36",,,"Argyle","0145",,,,,,,,,,,"Argyle",106,4,2
"G3600150","1970","New York","36",,,"Arkport","0150",,,,,,,,,,,"Arkport",294,12,2
"G3600155","1970","New York","36",,,"Arlington (U)","0155",,,,,,,,,,,"Arlington (U)",3334,97,12
"G3600165","1970","New York","36",,,"Asharoken","0165",,,,,,,,,,,"Asharoken",163,4,0
"G3600170","1970","New York","36",,,"Athens","0170",,,,,,,,,,,"Athens",517,34,2
"G3600172","1970","New York","36",,,"Atlantic Beach","0172",,,,,,,,,,,"Atlantic Beach",492,7,3
"G3600175","1970","New York","36",,,"Attica","0175",,,,,,,,,,,"Attica",896,32,4
"G3600180","1970","New York","36",,,"Auburn","0180",,,,,,,,,,,"Auburn",10330,397,59
"G3600185","1970","New York","36",,,"Aurora","0185",,,,,,,,,,,"Aurora",176,3,0
"G3600193","1970","New York","36",,,"Averill Park (U)","0193",,,,,,,,,,,"Averill Park (U)",409,22,4
"G3600195","1970","New York","36",,,"Avoca","0195",,,,,,,,,,,"Avoca",333,14,1
"G3600200","1970","New York","36",,,"Avon","0200",,,,,,,,,,,"Avon",940,24,6
"G3600205","1970","New York","36",,,"Babylon","0205",,,,,,,,,,,"Babylon",3669,146,30
"G3600210","1970","New York","36",,,"Bainbridge","0210",,,,,,,,,,,"Bainbridge",540,8,4
"G3600215","1970","New York","36",,,"Baldwin (U)","0215",,,,,,,,,,,"Baldwin (U)",9485,243,41
"G3600220","1970","New York","36",,,"Baldwinsville","0220",,,,,,,,,,,"Baldwinsville",1740,92,14
"G3600225","1970","New York","36",,,"Ballston Spa","0225",,,,,,,,,,,"Ballston Spa",1579,64,12
"G3600232","1970","New York","36",,,"Balmville (U)","0232",,,,,,,,,,,"Balmville (U)",924,31,3
"G3600235","1970","New York","36",,,"Barker","0235",,,,,,,,,,,"Barker",172,2,0
"G3600240","1970","New York","36",,,"Batavia","0240",,,,,,,,,,,"Batavia",5459,167,44
"G3600245","1970","New York","36",,,"Bath","0245",,,,,,,,,,,"Bath",2069,49,11
"G3600250","1970","New York","36",,,"Baxter Estates","0250",,,,,,,,,,,"Baxter Estates",368,6,3
"G3600255","1970","New York","36",,,"Bayport (U)","0255",,,,,,,,,,,"Bayport (U)",2105,79,9
"G3600260","1970","New York","36",,,"Bay Shore (U)","0260",,,,,,,,,,,"Bay Shore (U)",3570,139,59
"G3600265","1970","New York","36",,,"Bayville","0265",,,,,,,,,,,"Bayville",1769,60,5
"G3600270","1970","New York","36",,,"Beacon","0270",,,,,,,,,,,"Beacon",3597,231,62
"G3600285","1970","New York","36",,,"Bellerose","0285",,,,,,,,,,,"Bellerose",489,8,1
"G3600290","1970","New York","36",,,"Belle Terre","0290",,,,,,,,,,,"Belle Terre",191,1,0
"G3600295","1970","New York","36",,,"Bellmore (U)","0295",,,,,,,,,,,"Bellmore (U)",4832,147,11
"G3600300","1970","New York","36",,,"Bellport","0300",,,,,,,,,,,"Bellport",900,28,3
"G3600305","1970","New York","36",,,"Belmont","0305",,,,,,,,,,,"Belmont",365,12,1
"G3600310","1970","New York","36",,,"Bemus Point","0310",,,,,,,,,,,"Bemus Point",155,2,2
"G3600315","1970","New York","36",,,"Bergen","0315",,,,,,,,,,,"Bergen",291,7,2
"G3600320","1970","New York","36",,,"Bethpage (U)","0320",,,,,,,,,,,"Bethpage (U)",4433,229,26
"G3600321","1970","New York","36",,,"Big Flats (U)","0321",,,,,,,,,,,"Big Flats (U)",646,18,6
"G3600323","1970","New York","36",,,"Billington Heights (U)","0323",,,,,,,,,,,"Billington Heights (U)",349,8,2
"G3600325","1970","New York","36",,,"Binghamton","0325",,,,,,,,,,,"Binghamton",21477,759,152
"G3600330","1970","New York","36",,,"Black River","0330",,,,,,,,,,,"Black River",417,13,1
"G3600335","1970","New York","36",,,"Blasdell","0335",,,,,,,,,,,"Blasdell",1115,86,9
"G3600337","1970","New York","36",,,"Blauvelt (U)","0337",,,,,,,,,,,"Blauvelt (U)",1214,55,5
"G3600339","1970","New York","36",,,"Bloomingburg","0339",,,,,,,,,,,"Bloomingburg",94,9,1
"G3600345","1970","New York","36",,,"Bloomingdale","0345",,,,,,,,,,,"Bloomingdale",160,9,2
"G3600357","1970","New York","36",,,"Bohemia (U)","0357",,,,,,,,,,,"Bohemia (U)",2341,114,24
"G3600360","1970","New York","36",,,"Bolivar","0360",,,,,,,,,,,"Bolivar",463,7,3
"G3600365","1970","New York","36",,,"Boonville","0365",,,,,,,,,,,"Boonville",789,24,4
"G3600367","1970","New York","36",,,"Boysen Bay (U)","0367",,,,,,,,,,,"Boysen Bay (U)",324,20,8
"G3600370","1970","New York","36",,,"Brentwood (U)","0370",,,,,,,,,,,"Brentwood (U)",5805,481,96
"G3600372","1970","New York","36",,,"Brewerton (U)","0372",,,,,,,,,,,"Brewerton (U)",629,24,2
"G3600373","1970","New York","36",,,"Brewster Heights (U)","0373",,,,,,,,,,,"Brewster Heights (U)",242,20,1
"G3600374","1970","New York","36",,,"Brewster Hills (U)","0374",,,,,,,,,,,"Brewster Hills (U)",467,20,4
"G3600375","1970","New York","36",,,"Brewster","0375",,,,,,,,,,,"Brewster",579,27,12
"G3600380","1970","New York","36",,,"Briarcliff Manor","0380",,,,,,,,,,,"Briarcliff Manor",1601,7,7
"G3600390","1970","New York","36",,,"Bridgewater","0390",,,,,,,,,,,"Bridgewater",182,5,0
"G3600395","1970","New York","36",,,"Brightwaters","0395",,,,,,,,,,,"Brightwaters",1052,23,1
"G3600397","1970","New York","36",,,"Brinckerhoff (U)","0397",,,,,,,,,,,"Brinckerhoff (U)",403,48,5
"G3600400","1970","New York","36",,,"Broadalbin","0400",,,,,,,,,,,"Broadalbin",480,8,5
"G3600405","1970","New York","36",,,"Brockport","0405",,,,,,,,,,,"Brockport",1675,76,14
"G3600410","1970","New York","36",,,"Brocton","0410",,,,,,,,,,,"Brocton",459,14,2
"G3600420","1970","New York","36",,,"Bronxville","0420",,,,,,,,,,,"Bronxville",2291,13,6
"G3600430","1970","New York","36",,,"Brookville","0430",,,,,,,,,,,"Brookville",474,1,1
"G3600435","1970","New York","36",,,"Brownville","0435",,,,,,,,,,,"Brownville",330,18,4
"G3600440","1970","New York","36",,,"Brushton","0440",,,,,,,,,,,"Brushton",179,4,2
"G3600445","1970","New York","36",,,"Buchanan","0445",,,,,,,,,,,"Buchanan",647,40,2
"G3600450","1970","New York","36",,,"Buffalo","0450",,,,,,,,,,,"Buffalo",150469,6254,1228
"G3600455","1970","New York","36",,,"Burdett","0455",,,,,,,,,,,"Burdett",125,7,2
"G3600460","1970","New York","36",,,"Burke","0460",,,,,,,,,,,"Burke",72,4,1
"G3600465","1970","New York","36",,,"Caledonia","0465",,,,,,,,,,,"Caledonia",651,24,6
"G3600470","1970","New York","36",,,"Cambridge","0470",,,,,,,,,,,"Cambridge",593,15,3
"G3600475","1970","New York","36",,,"Camden","0475",,,,,,,,,,,"Camden",844,39,4
"G3600480","1970","New York","36",,,"Camillus","0480",,,,,,,,,,,"Camillus",461,16,5
"G3600485","1970","New York","36",,,"Canajoharie","0485",,,,,,,,,,,"Canajoharie",951,22,3
"G3600490","1970","New York","36",,,"Canandaigua","0490",,,,,,,,,,,"Canandaigua",3133,108,32
"G3600495","1970","New York","36",,,"Canaseraga","0495",,,,,,,,,,,"Canaseraga",211,8,2
"G3600500","1970","New York","36",,,"Canastota","0500",,,,,,,,,,,"Canastota",1404,73,19
"G3600505","1970","New York","36",,,"Candor","0505",,,,,,,,,,,"Candor",269,15,1
"G3600510","1970","New York","36",,,"Canisteo","0510",,,,,,,,,,,"Canisteo",872,24,6
"G3600515","1970","New York","36",,,"Canton","0515",,,,,,,,,,,"Canton",1191,20,3
"G3600520","1970","New York","36",,,"Cape Vincent","0520",,,,,,,,,,,"Cape Vincent",296,7,1
"G3600523","1970","New York","36",,,"Carle Place (U)","0523",,,,,,,,,,,"Carle Place (U)",1789,79,12
"G3600525","1970","New York","36",,,"Carmel (U)","0525",,,,,,,,,,,"Carmel (U)",922,40,5
"G3600530","1970","New York","36",,,"Carthage","0530",,,,,,,,,,,"Carthage",1200,58,12
"G3600535","1970","New York","36",,,"Cassadaga","0535",,,,,,,,,,,"Cassadaga",289,11,0
"G3600540","1970","New York","36",,,"Castile","0540",,,,,,,,,,,"Castile",401,13,4
"G3600545","1970","New York","36",,,"Castleton-On-Hudson","0545",,,,,,,,,,,"Castleton-On-Hudson",524,18,2
"G3600550","1970","New York","36",,,"Castorland","0550",,,,,,,,,,,"Castorland",96,4,3
"G3600555","1970","New York","36",,,"Cato","0555",,,,,,,,,,,"Cato",169,6,4
"G3600560","1970","New York","36",,,"Catskill","0560",,,,,,,,,,,"Catskill",1760,67,17
"G3600565","1970","New York","36",,,"Cattaraugus","0565",,,,,,,,,,,"Cattaraugus",405,14,0
"G3600575","1970","New York","36",,,"Cayuga Heights","0575",,,,,,,,,,,"Cayuga Heights",1061,5,2
"G3600577","1970","New York","36",,,"Cayuga","0577",,,,,,,,,,,"Cayuga",175,13,1
"G3600580","1970","New York","36",,,"Cazenovia","0580",,,,,,,,,,,"Cazenovia",832,30,2
"G3600585","1970","New York","36",,,"Cedarhurst","0585",,,,,,,,,,,"Cedarhurst",2209,55,16
"G3600590","1970","New York","36",,,"Celoron","0590",,,,,,,,,,,"Celoron",494,15,1
"G3600595","1970","New York","36",,,"Centereach (U)","0595",,,,,,,,,,,"Centereach (U)",2012,195,20
"G3600600","1970","New York","36",,,"Center Moriches (U)","0600",,,,,,,,,,,"Center Moriches (U)",1178,45,6
"G3600607","1970","New York","36",,,"Central Islip (U)","0607",,,,,,,,,,,"Central Islip (U)",8146,658,121
"G3600610","1970","New York","36",,,"Central Square","0610",,,,,,,,,,,"Central Square",367,20,0
"G3600620","1970","New York","36",,,"Centre Island","0620",,,,,,,,,,,"Centre Island",119,0,0
"G3600625","1970","New York","36",,,"Champlain Park (U)","0625",,,,,,,,,,,"Champlain Park (U)",282,26,5
"G3600630","1970","New York","36",,,"Champlain","0630",,,,,,,,,,,"Champlain",424,26,5
"G3600635","1970","New York","36",,,"Chateaugay","0635",,,,,,,,,,,"Chateaugay",340,8,4
"G3600640","1970","New York","36",,,"Chatham","0640",,,,,,,,,,,"Chatham",721,21,3
"G3600645","1970","New York","36",,,"Chaumont","0645",,,,,,,,,,,"Chaumont",170,6,1
"G3600660","1970","New York","36",,,"Cherry Creek","0660",,,,,,,,,,,"Cherry Creek",198,9,0
"G3600665","1970","New York","36",,,"Cherry Valley","0665",,,,,,,,,,,"Cherry Valley",230,4,0
"G3600670","1970","New York","36",,,"Chester","0670",,,,,,,,,,,"Chester",466,30,12
"G3600675","1970","New York","36",,,"Chittenango","0675",,,,,,,,,,,"Chittenango",972,66,13
"G3600680","1970","New York","36",,,"Churchville","0680",,,,,,,,,,,"Churchville",308,9,2
"G3600683","1970","New York","36",,,"Clarence Center (U)","0683",,,,,,,,,,,"Clarence Center (U)",351,14,0
"G3600688","1970","New York","36",,,"Clarence Compact (U)","0688",,,,,,,,,,,"Clarence Compact (U)",571,10,2
"G3600690","1970","New York","36",,,"Clark Mills (U)","0690",,,,,,,,,,,"Clark Mills (U)",357,14,3
"G3600695","1970","New York","36",,,"Clayton","0695",,,,,,,,,,,"Clayton",652,21,12
"G3600700","1970","New York","36",,,"Clayville","0700",,,,,,,,,,,"Clayville",167,10,1
"G3600705","1970","New York","36",,,"Cleveland","0705",,,,,,,,,,,"Cleveland",218,14,5
"G3600707","1970","New York","36",,,"Clifton Knolls (U)","0707",,,,,,,,,,,"Clifton Knolls (U)",1275,18,2
"G3600710","1970","New York","36",,,"Clifton Springs","0710",,,,,,,,,,,"Clifton Springs",609,24,6
"G3600715","1970","New York","36",,,"Clinton","0715",,,,,,,,,,,"Clinton",712,20,5
"G3600720","1970","New York","36",,,"Clyde","0720",,,,,,,,,,,"Clyde",803,35,11
"G3600725","1970","New York","36",,,"Cobleskill","0725",,,,,,,,,,,"Cobleskill",1087,14,5
"G3600735","1970","New York","36",,,"Cohocton","0735",,,,,,,,,,,"Cohocton",297,6,4
"G3600740","1970","New York","36",,,"Cohoes","0740",,,,,,,,,,,"Cohoes",6158,223,42
"G3600745","1970","New York","36",,,"Cold Brook","0745",,,,,,,,,,,"Cold Brook",112,6,2
"G3600747","1970","New York","36",,,"Colden Hill (U)","0747",,,,,,,,,,,"Colden Hill (U)",362,40,4
"G3600755","1970","New York","36",,,"Cold Spring Harbor (U)","0755",,,,,,,,,,,"Cold Spring Harbor (U)",1506,19,7
"G3600757","1970","New York","36",,,"Cold Spring","0757",,,,,,,,,,,"Cold Spring",648,27,2
"G3600760","1970","New York","36",,,"Colonie","0760",,,,,,,,,,,"Colonie",2333,115,15
"G3600765","1970","New York","36",,,"Commack (U)","0765",,,,,,,,,,,"Commack (U)",5048,147,14
"G3600770","1970","New York","36",,,"Congers (U)","0770",,,,,,,,,,,"Congers (U)",1524,53,6
"G3600775","1970","New York","36",,,"Constableville","0775",,,,,,,,,,,"Constableville",98,4,0
"G3600780","1970","New York","36",,,"Cooperstown","0780",,,,,,,,,,,"Cooperstown",875,10,1
"G3600785","1970","New York","36",,,"Copenhagen","0785",,,,,,,,,,,"Copenhagen",205,8,3
"G3600790","1970","New York","36",,,"Copiague (U)","0790",,,,,,,,,,,"Copiague (U)",5036,340,68
"G3600795","1970","New York","36",,,"Corfu","0795",,,,,,,,,,,"Corfu",207,6,1
"G3600800","1970","New York","36",,,"Corinth","0800",,,,,,,,,,,"Corinth",1012,49,9
"G3600805","1970","New York","36",,,"Corning","0805",,,,,,,,,,,"Corning",5317,126,23
"G3600810","1970","New York","36",,,"Cornwall","0810",,,,,,,,,,,"Cornwall",1021,19,3
"G3600820","1970","New York","36",,,"Cortland","0820",,,,,,,,,,,"Cortland",5884,192,35
"G3600823","1970","New York","36",,,"Country Knolls (U)","0823",,,,,,,,,,,"Country Knolls (U)",450,5,1
"G3600825","1970","New York","36",,,"Cove Neck","0825",,,,,,,,,,,"Cove Neck",104,2,0
"G3600830","1970","New York","36",,,"Coxsackie","0830",,,,,,,,,,,"Coxsackie",729,36,6
"G3600835","1970","New York","36",,,"Croghan","0835",,,,,,,,,,,"Croghan",241,4,1
"G3600845","1970","New York","36",,,"Croton-On-Hudson","0845",,,,,,,,,,,"Croton-On-Hudson",2201,85,10
"G3600855","1970","New York","36",,,"Cuba","0855",,,,,,,,,,,"Cuba",610,11,5
"G3600860","1970","New York","36",,,"Dannemora","0860",,,,,,,,,,,"Dannemora",401,32,4
"G3600865","1970","New York","36",,,"Dansville","0865",,,,,,,,,,,"Dansville",1731,68,8
"G3600875","1970","New York","36",,,"Deer Park (U)","0875",,,,,,,,,,,"Deer Park (U)",6993,347,48
"G3600880","1970","New York","36",,,"Deferiet","0880",,,,,,,,,,,"Deferiet",110,6,0
"G3600885","1970","New York","36",,,"Delanson","0885",,,,,,,,,,,"Delanson",126,3,1
"G3600890","1970","New York","36",,,"Delevan","0890",,,,,,,,,,,"Delevan",305,8,1
"G3600895","1970","New York","36",,,"Delhi","0895",,,,,,,,,,,"Delhi",672,17,1
"G3600900","1970","New York","36",,,"Depew","0900",,,,,,,,,,,"Depew",5941,337,40
"G3600905","1970","New York","36",,,"Deposit","0905",,,,,,,,,,,"Deposit",685,17,6
"G3600910","1970","New York","36",,,"Dering Harbor","0910",,,,,,,,,,,"Dering Harbor",7,0,0
"G3600915","1970","New York","36",,,"De Ruyter","0915",,,,,,,,,,,"De Ruyter",188,7,0
"G3600917","1970","New York","36",,,"De Witt (U)","0917",,,,,,,,,,,"De Witt (U)",2733,40,7
"G3600920","1970","New York","36",,,"Dexter","0920",,,,,,,,,,,"Dexter",299,11,5
"G3600922","1970","New York","36",,,"Dix Hills (U)","0922",,,,,,,,,,,"Dix Hills (U)",2441,54,5
"G3600925","1970","New York","36",,,"Dobbs Ferry","0925",,,,,,,,,,,"Dobbs Ferry",2960,146,45
"G3600930","1970","New York","36",,,"Dolgeville","0930",,,,,,,,,,,"Dolgeville",1024,26,6
"G3600940","1970","New York","36",,,"Dresden","0940",,,,,,,,,,,"Dresden",110,6,1
"G3600945","1970","New York","36",,,"Dryden","0945",,,,,,,,,,,"Dryden",472,7,5
"G3600950","1970","New York","36",,,"Dundee","0950",,,,,,,,,,,"Dundee",466,20,1
"G3600955","1970","New York","36",,,"Dunkirk","0955",,,,,,,,,,,"Dunkirk",5313,192,40
"G3600960","1970","New York","36",,,"Earlville","0960",,,,,,,,,,,"Earlville",337,9,0
"G3600965","1970","New York","36",,,"East Aurora","0965",,,,,,,,,,,"East Aurora",2187,59,9
"G3600970","1970","New York","36",,,"East Bloomfield","0970",,,,,,,,,,,"East Bloomfield",181,8,1
"G3600971","1970","New York","36",,,"East Cayuga Heights (U)","0971",,,,,,,,,,,"East Cayuga Heights (U)",732,21,13
"G3600972","1970","New York","36",,,"Eastchester (U)","0972",,,,,,,,,,,"Eastchester (U)",7780,211,35
"G3600974","1970","New York","36",,,"East Glenville (U)","0974",,,,,,,,,,,"East Glenville (U)",1469,32,4
"G3600977","1970","New York","36",,,"East Half Hollow Hills (U)","0977",,,,,,,,,,,"East Half Hollow Hills (U)",2272,44,8
"G3600980","1970","New York","36",,,"East Hampton","0980",,,,,,,,,,,"East Hampton",654,14,2
"G3600985","1970","New York","36",,,"East Herkimer (U)","0985",,,,,,,,,,,"East Herkimer (U)",340,13,2
"G3600990","1970","New York","36",,,"East Hills","0990",,,,,,,,,,,"East Hills",2288,9,4
"G3600993","1970","New York","36",,,"East Islip (U)","0993",,,,,,,,,,,"East Islip (U)",1798,104,13
"G3600995","1970","New York","36",,,"East Massapequa (U)","0995",,,,,,,,,,,"East Massapequa (U)",3681,122,19
"G3601000","1970","New York","36",,,"East Meadow (U)","1000",,,,,,,,,,,"East Meadow (U)",11308,405,53
"G3601005","1970","New York","36",,,"East Middletown (U)","1005",,,,,,,,,,,"East Middletown (U)",848,40,8
"G3601010","1970","New York","36",,,"East Moriches (U)","1010",,,,,,,,,,,"East Moriches (U)",519,19,4
"G3601015","1970","New York","36",,,"East Neck (U)","1015",,,,,,,,,,,"East Neck (U)",1473,23,4
"G3601020","1970","New York","36",,,"East Northport (U)","1020",,,,,,,,,,,"East Northport (U)",3069,116,10
"G3601025","1970","New York","36",,,"East Patchogue (U)","1025",,,,,,,,,,,"East Patchogue (U)",2310,110,17
"G3601026","1970","New York","36",,,"Eastport (U)","1026",,,,,,,,,,,"Eastport (U)",409,18,4
"G3601027","1970","New York","36",,,"East Quogue (U)","1027",,,,,,,,,,,"East Quogue (U)",403,14,1
"G3601030","1970","New York","36",,,"East Randolph","1030",,,,,,,,,,,"East Randolph",183,3,0
"G3601035","1970","New York","36",,,"East Rochester","1035",,,,,,,,,,,"East Rochester",2533,104,20
"G3601040","1970","New York","36",,,"East Rockaway","1040",,,,,,,,,,,"East Rockaway",3122,90,21
"G3601050","1970","New York","36",,,"East Syracuse","1050",,,,,,,,,,,"East Syracuse",1187,79,16
"G3601053","1970","New York","36",,,"East Vestal (U)","1053",,,,,,,,,,,"East Vestal (U)",2239,56,12
"G3601055","1970","New York","36",,,"East Williston","1055",,,,,,,,,,,"East Williston",803,13,2
