GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G3101770","1970","Nebraska","31","Washington","177",,,,,,,,,,,,,"Washington",3891,166,42
"G3101790","1970","Nebraska","31","Wayne","179",,,,,,,,,,,,,"Wayne",2840,123,23
"G3101810","1970","Nebraska","31","Webster","181",,,,,,,,,,,,,"Webster",2274,74,15
"G3101830","1970","Nebraska","31","Wheeler","183",,,,,,,,,,,,,"Wheeler",284,24,4
"G3101850","1970","Nebraska","31","York","185",,,,,,,,,,,,,"York",4395,129,18
"G3200010","1970","Nevada","32","Churchill","001",,,,,,,,,,,,,"Churchill",3030,259,90
"G3200030","1970","Nevada","32","Clark","003",,,,,,"4120",,,,,,,"Clark",79424,6047,2257
"G3200050","1970","Nevada","32","Douglas","005",,,,,,,,,,,,,"Douglas",2244,107,38
"G3200070","1970","Nevada","32","Elko","007",,,,,,,,,,,,,"Elko",4019,337,199
"G3200090","1970","Nevada","32","Esmeralda","009",,,,,,,,,,,,,"Esmeralda",232,15,18
"G3200110","1970","Nevada","32","Eureka","011",,,,,,,,,,,,,"Eureka",292,26,17
"G3200130","1970","Nevada","32","Humboldt","013",,,,,,,,,,,,,"Humboldt",1883,142,101
"G3200150","1970","Nevada","32","Lander","015",,,,,,,,,,,,,"Lander",728,79,36
"G3200170","1970","Nevada","32","Lincoln","017",,,,,,,,,,,,,"Lincoln",689,77,26
"G3200190","1970","Nevada","32","Lyon","019",,,,,,,,,,,,,"Lyon",2298,222,98
"G3200210","1970","Nevada","32","Mineral","021",,,,,,,,,,,,,"Mineral",2045,171,70
"G3200230","1970","Nevada","32","Nye","023",,,,,,,,,,,,,"Nye",1602,134,77
"G3200270","1970","Nevada","32","Pershing","027",,,,,,,,,,,,,"Pershing",839,68,30
"G3200290","1970","Nevada","32","Storey","029",,,,,,,,,,,,,"Storey",256,8,7
"G3200310","1970","Nevada","32","Washoe","031",,,,,,"6720",,,,,,,"Washoe",39161,1922,679
"G3200330","1970","Nevada","32","White Pine","033",,,,,,,,,,,,,"White Pine",2679,328,109
"G3205100","1970","Nevada","32","Carson City","510",,,,,,,,,,,,,"Carson City City",4500,260,77
"G3300010","1970","New Hampshire","33","Belknap","001",,,,,,,,,,,,,"Belknap",9615,488,116
"G3300030","1970","New Hampshire","33","Carroll","003",,,,,,,,,,,,,"Carroll",5856,263,94
"G3300050","1970","New Hampshire","33","Cheshire","005",,,,,,,,,,,,,"Cheshire",15379,744,152
"G3300070","1970","New Hampshire","33","Coos","007",,,,,,,,,,,,,"Coos",9864,670,185
"G3300090","1970","New Hampshire","33","Grafton","009",,,,,,,,,,,,,"Grafton",15956,655,198
"G3300110","1970","New Hampshire","33","Hillsborough","011",,,,,,,,,,,,,"Hillsborough",63423,4072,741
"G3300130","1970","New Hampshire","33","Merrimack","013",,,,,,,,,,,,,"Merrimack",23020,1175,303
"G3300150","1970","New Hampshire","33","Rockingham","015",,,,,,,,,,,,,"Rockingham",38715,2461,501
"G3300170","1970","New Hampshire","33","Strafford","017",,,,,,,,,,,,,"Strafford",19348,1064,303
"G3300190","1970","New Hampshire","33","Sullivan","019",,,,,,,,,,,,,"Sullivan",9376,502,139
"G3400010","1970","New Jersey","34","Atlantic","001",,,,,,"0560",,,,,,,"Atlantic",57237,2707,772
"G3400030","1970","New Jersey","34","Bergen","003",,,,,"A","6040",,,,,,,"Bergen",268037,9810,1778
"G3400050","1970","New Jersey","34","Burlington","005",,,,,,"6160",,,,,,,"Burlington",80126,3918,744
"G3400070","1970","New Jersey","34","Camden","007",,,,,,"6160",,,,,,,"Camden",130834,6339,1235
"G3400090","1970","New Jersey","34","Cape May","009",,,,,,,,,,,,,"Cape May",20176,803,198
"G3400110","1970","New Jersey","34","Cumberland","011",,,,,,"8760",,,,,,,"Cumberland",34267,2134,685
"G3400130","1970","New Jersey","34","Essex","013",,,,,"A","5640",,,,,,,"Essex",277974,18486,6122
"G3400150","1970","New Jersey","34","Gloucester","015",,,,,,"6160",,,,,,,"Gloucester",46580,2515,598
"G3400170","1970","New Jersey","34","Hudson","017",,,,,"A","3640",,,,,,,"Hudson",187203,15679,4617
"G3400190","1970","New Jersey","34","Hunterdon","019",,,,,,,,,,,,,"Hunterdon",20053,839,171
"G3400210","1970","New Jersey","34","Mercer","021",,,,,,"8480",,,,,,,"Mercer",88687,3835,964
"G3400230","1970","New Jersey","34","Middlesex","023",,,,,"A",,,,,,,,"Middlesex",157823,8444,1809
"G3400250","1970","New Jersey","34","Monmouth","025",,,,,,,,,,,,,"Monmouth",127672,6108,1450
"G3400270","1970","New Jersey","34","Morris","027",,,,,"A","5640",,,,,,,"Morris",105202,3895,726
"G3400290","1970","New Jersey","34","Ocean","029",,,,,,,,,,,,,"Ocean",64884,2881,597
"G3400310","1970","New Jersey","34","Passaic","031",,,,,"A","6040",,,,,,,"Passaic",136589,8396,2229
"G3400330","1970","New Jersey","34","Salem","033",,,,,,"9160",,,,,,,"Salem",17536,910,235
"G3400350","1970","New Jersey","34","Somerset","035",,,,,"A",,,,,,,,"Somerset",54441,2200,372
"G3400370","1970","New Jersey","34","Sussex","037",,,,,,,,,,,,,"Sussex",21453,1154,202
"G3400390","1970","New Jersey","34","Union","039",,,,,"A","5640",,,,,,,"Union",162807,7057,1716
"G3400410","1970","New Jersey","34","Warren","041",,,,,,"0240",,,,,,,"Warren",22165,981,125
"G3500010","1970","New Mexico","35","Bernalillo","001",,,,,,"0200",,,,,,,"Bernalillo",84333,6938,2952
"G3500030","1970","New Mexico","35","Catron","003",,,,,,,,,,,,,"Catron",623,59,34
"G3500050","1970","New Mexico","35","Chaves","005",,,,,,,,,,,,,"Chaves",11594,1137,444
"G3500070","1970","New Mexico","35","Colfax","007",,,,,,,,,,,,,"Colfax",3259,361,174
"G3500090","1970","New Mexico","35","Curry","009",,,,,,,,,,,,,"Curry",10251,853,358
"G3500110","1970","New Mexico","35","De Baca","011",,,,,,,,,,,,,"De Baca",815,61,29
"G3500130","1970","New Mexico","35","Dona Ana","013",,,,,,,,,,,,,"Dona Ana",15266,1896,1362
"G3500150","1970","New Mexico","35","Eddy","015",,,,,,,,,,,,,"Eddy",10951,1074,502
"G3500170","1970","New Mexico","35","Grant","017",,,,,,,,,,,,,"Grant",5196,653,393
"G3500190","1970","New Mexico","35","Guadalupe","019",,,,,,,,,,,,,"Guadalupe",1031,170,145
"G3500210","1970","New Mexico","35","Harding","021",,,,,,,,,,,,,"Harding",372,46,21
"G3500230","1970","New Mexico","35","Hidalgo","023",,,,,,,,,,,,,"Hidalgo",1080,165,100
"G3500250","1970","New Mexico","35","Lea","025",,,,,,,,,,,,,"Lea",13317,1205,474
"G3500270","1970","New Mexico","35","Lincoln","027",,,,,,,,,,,,,"Lincoln",2127,208,105
"G3500280","1970","New Mexico","35","Los Alamos","028",,,,,,,,,,,,,"Los Alamos",4193,163,105
"G3500290","1970","New Mexico","35","Luna","029",,,,,,,,,,,,,"Luna",2968,344,224
"G3500310","1970","New Mexico","35","McKinley","031",,,,,,,,,,,,,"Mc Kinley",5652,1020,3003
"G3500330","1970","New Mexico","35","Mora","033",,,,,,,,,,,,,"Mora",914,153,213
"G3500350","1970","New Mexico","35","Otero","035",,,,,,,,,,,,,"Otero",9546,999,389
"G3500370","1970","New Mexico","35","Quay","037",,,,,,,,,,,,,"Quay",3237,267,138
"G3500390","1970","New Mexico","35","Rio Arriba","039",,,,,,,,,,,,,"Rio Arriba",4492,925,976
"G3500410","1970","New Mexico","35","Roosevelt","041",,,,,,,,,,,,,"Roosevelt",4662,289,157
"G3500430","1970","New Mexico","35","Sandoval","043",,,,,,,,,,,,,"Sandoval",2675,497,969
"G3500450","1970","New Mexico","35","San Juan","045",,,,,,,,,,,,,"San Juan",9504,1334,2431
"G3500470","1970","New Mexico","35","San Miguel","047",,,,,,,,,,,,,"San Miguel",4202,676,628
"G3500490","1970","New Mexico","35","Santa Fe","049",,,,,,,,,,,,,"Santa Fe",12993,1512,795
"G3500510","1970","New Mexico","35","Sierra","051",,,,,,,,,,,,,"Sierra",2586,179,133
"G3500530","1970","New Mexico","35","Socorro","053",,,,,,,,,,,,,"Socorro",2194,293,229
"G3500550","1970","New Mexico","35","Taos","055",,,,,,,,,,,,,"Taos",3556,672,583
"G3500570","1970","New Mexico","35","Torrance","057",,,,,,,,,,,,,"Torrance",1355,157,109
"G3500590","1970","New Mexico","35","Union","059",,,,,,,,,,,,,"Union",1451,119,59
"G3500610","1970","New Mexico","35","Valencia","061",,,,,,,,,,,,,"Valencia",7823,1362,1150
"G3600010","1970","New York","36","Albany","001",,,,,,"0160",,,,,,,"Albany",90044,3244,716
"G3600030","1970","New York","36","Allegany","003",,,,,,,,,,,,,"Allegany",12792,471,174
"G3600050","1970","New York","36","Bronx","005",,,,,"A","5600",,,,,,,"Bronx",430054,51204,15964
"G3600070","1970","New York","36","Broome","007",,,,,,"0960",,,,,,,"Broome",66056,2905,497
"G3600090","1970","New York","36","Cattaraugus","009",,,,,,,,,,,,,"Cattaraugus",23555,1117,206
"G3600110","1970","New York","36","Cayuga","011",,,,,,,,,,,,,"Cayuga",21864,946,177
"G3600130","1970","New York","36","Chautauqua","013",,,,,,,,,,,,,"Chautauqua",45699,1660,326
"G3600150","1970","New York","36","Chemung","015",,,,,,,,,,,,,"Chemung",29614,1390,226
"G3600170","1970","New York","36","Chenango","017",,,,,,,,,,,,,"Chenango",13124,590,125
"G3600190","1970","New York","36","Clinton","019",,,,,,,,,,,,,"Clinton",17233,1524,411
"G3600210","1970","New York","36","Columbia","021",,,,,,,,,,,,,"Columbia",15544,619,129
"G3600230","1970","New York","36","Cortland","023",,,,,,,,,,,,,"Cortland",13130,548,95
"G3600250","1970","New York","36","Delaware","025",,,,,,,,,,,,,"Delaware",13231,519,160
"G3600270","1970","New York","36","Dutchess","027",,,,,,,,,,,,,"Dutchess",59220,2702,573
"G3600290","1970","New York","36","Erie","029",,,,,,"1280",,,,,,,"Erie",328670,15215,2489
"G3600310","1970","New York","36","Essex","031",,,,,,,,,,,,,"Essex",9889,603,168
"G3600330","1970","New York","36","Franklin","033",,,,,,,,,,,,,"Franklin",11836,821,250
"G3600350","1970","New York","36","Fulton","035",,,,,,,,,,,,,"Fulton",16794,664,160
"G3600370","1970","New York","36","Genesee","037",,,,,,,,,,,,,"Genesee",16643,766,180
"G3600390","1970","New York","36","Greene","039",,,,,,,,,,,,,"Greene",10221,419,110
"G3600410","1970","New York","36","Hamilton","041",,,,,,,,,,,,,"Hamilton",1527,80,20
"G3600430","1970","New York","36","Herkimer","043",,,,,,"8680",,,,,,,"Herkimer",20374,862,170
"G3600450","1970","New York","36","Jefferson","045",,,,,,,,,,,,,"Jefferson",25999,1159,277
"G3600470","1970","New York","36","Kings","047",,,,,"A","5600",,,,,,,"Kings",773604,76158,26357
"G3600490","1970","New York","36","Lewis","049",,,,,,,,,,,,,"Lewis",6161,363,111
"G3600510","1970","New York","36","Livingston","051",,,,,,"6840",,,,,,,"Livingston",14367,604,117
"G3600530","1970","New York","36","Madison","053",,,,,,"8160",,,,,,,"Madison",16731,840,170
"G3600550","1970","New York","36","Monroe","055",,,,,,"6840",,,,,,,"Monroe",210675,8273,1606
"G3600570","1970","New York","36","Montgomery","057",,,,,,,,,,,,,"Montgomery",18086,604,122
"G3600590","1970","New York","36","Nassau","059",,,,,"A","5600",,,,,,,"Nassau",385078,13036,2942
"G3600610","1970","New York","36","New York","061",,,,,"A","5600",,,,,,,"New York",622826,38501,25956
"G3600630","1970","New York","36","Niagara","063",,,,,,"1280",,,,,,,"Niagara",67388,3852,641
"G3600650","1970","New York","36","Oneida","065",,,,,,"8680",,,,,,,"Oneida",77607,3789,684
"G3600670","1970","New York","36","Onondaga","067",,,,,,"8160",,,,,,,"Onondaga",137968,6143,1211
"G3600690","1970","New York","36","Ontario","069",,,,,,,,,,,,,"Ontario",22528,1008,212
"G3600710","1970","New York","36","Orange","071",,,,,,,,,,,,,"Orange",61693,3181,733
"G3600730","1970","New York","36","Orleans","073",,,,,,"6840",,,,,,,"Orleans",10692,483,145
"G3600750","1970","New York","36","Oswego","075",,,,,,"8160",,,,,,,"Oswego",27360,1502,317
"G3600770","1970","New York","36","Otsego","077",,,,,,,,,,,,,"Otsego",16235,460,90
"G3600790","1970","New York","36","Putnam","079",,,,,,,,,,,,,"Putnam",15001,854,140
"G3600810","1970","New York","36","Queens","081",,,,,"A","5600",,,,,,,"Queens",639325,38718,12013
"G3600830","1970","New York","36","Rensselaer","083",,,,,,"0160",,,,,,,"Rensselaer",44830,2036,456
"G3600850","1970","New York","36","Richmond","085",,,,,"A","5600",,,,,,,"Richmond",80305,5007,880
"G3600870","1970","New York","36","Rockland","087",,,,,"A","5600",,,,,,,"Rockland",56795,2813,751
"G3600890","1970","New York","36","St Lawrence","089",,,,,,,,,,,,,"St Lawrence",28130,1777,447
"G3600910","1970","New York","36","Saratoga","091",,,,,,"0160",,,,,,,"Saratoga",33741,1607,338
"G3600930","1970","New York","36","Schenectady","093",,,,,,"0160",,,,,,,"Schenectady",51755,1490,227
"G3600950","1970","New York","36","Schoharie","095",,,,,,,,,,,,,"Schoharie",6934,271,63
"G3600970","1970","New York","36","Schuyler","097",,,,,,,,,,,,,"Schuyler",4793,234,46
"G3600990","1970","New York","36","Seneca","099",,,,,,,,,,,,,"Seneca",9375,388,90
"G3601010","1970","New York","36","Steuben","101",,,,,,,,,,,,,"Steuben",29251,1194,306
"G3601030","1970","New York","36","Suffolk","103",,,,,"A","5600",,,,,,,"Suffolk",279639,13373,2575
"G3601050","1970","New York","36","Sullivan","105",,,,,,,,,,,,,"Sullivan",15684,829,352
"G3601070","1970","New York","36","Tioga","107",,,,,,"0960",,,,,,,"Tioga",12629,633,113
"G3601090","1970","New York","36","Tompkins","109",,,,,,,,,,,,,"Tompkins",21819,631,164
"G3601110","1970","New York","36","Ulster","111",,,,,,,,,,,,,"Ulster",41143,1857,533
"G3601130","1970","New York","36","Warren","113",,,,,,,,,,,,,"Warren",14328,818,248
"G3601150","1970","New York","36","Washington","115",,,,,,,,,,,,,"Washington",14262,843,209
"G3601170","1970","New York","36","Wayne","117",,,,,,"6840",,,,,,,"Wayne",22295,982,276
"G3601190","1970","New York","36","Westchester","119",,,,,"A","5600",,,,,,,"Westchester",266227,13172,3230
"G3601210","1970","New York","36","Wyoming","121",,,,,,,,,,,,,"Wyoming",10088,435,87
"G3601230","1970","New York","36","Yates","123",,,,,,,,,,,,,"Yates",5798,200,54
"G3700010","1970","North Carolina","37","Alamance","001",,,,,,,,,,,,,"Alamance",27225,1934,690
"G3700030","1970","North Carolina","37","Alexander","003",,,,,,,,,,,,,"Alexander",5215,456,125
"G3700050","1970","North Carolina","37","Alleghany","005",,,,,,,,,,,,,"Alleghany",2474,151,48
"G3700070","1970","North Carolina","37","Anson","007",,,,,,,,,,,,,"Anson",5768,614,416
"G3700090","1970","North Carolina","37","Ashe","009",,,,,,,,,,,,,"Ashe",5503,404,152
"G3700110","1970","North Carolina","37","Avery","011",,,,,,,,,,,,,"Avery",3193,337,137
"G3700130","1970","North Carolina","37","Beaufort","013",,,,,,,,,,,,,"Beaufort",9820,800,404
"G3700150","1970","North Carolina","37","Bertie","015",,,,,,,,,,,,,"Bertie",4706,572,394
"G3700170","1970","North Carolina","37","Bladen","017",,,,,,,,,,,,,"Bladen",6227,754,355
"G3700190","1970","North Carolina","37","Brunswick","019",,,,,,"9200",,,,,,,"Brunswick",5965,706,286
"G3700210","1970","North Carolina","37","Buncombe","021",,,,,,"0480",,,,,,,"Buncombe",43239,2916,834
"G3700230","1970","North Carolina","37","Burke","023",,,,,,,,,,,,,"Burke",15842,1351,434
"G3700250","1970","North Carolina","37","Cabarrus","025",,,,,,,,,,,,,"Cabarrus",21263,1599,626
"G3700270","1970","North Carolina","37","Caldwell","027",,,,,,,,,,,,,"Caldwell",14891,1491,480
"G3700290","1970","North Carolina","37","Camden","029",,,,,,,,,,,,,"Camden",1430,124,49
"G3700310","1970","North Carolina","37","Carteret","031",,,,,,,,,,,,,"Carteret",9193,590,204
"G3700330","1970","North Carolina","37","Caswell","033",,,,,,,,,,,,,"Caswell",4250,569,315
"G3700350","1970","North Carolina","37","Catawba","035",,,,,,,,,,,,,"Catawba",25358,1854,680
"G3700370","1970","North Carolina","37","Chatham","037",,,,,,,,,,,,,"Chatham",8021,626,293
"G3700390","1970","North Carolina","37","Cherokee","039",,,,,,,,,,,,,"Cherokee",4633,407,142
"G3700410","1970","North Carolina","37","Chowan","041",,,,,,,,,,,,,"Chowan",2805,263,106
"G3700430","1970","North Carolina","37","Clay","043",,,,,,,,,,,,,"Clay",1515,135,35
"G3700450","1970","North Carolina","37","Cleveland","045",,,,,,,,,,,,,"Cleveland",19045,1693,682
"G3700470","1970","North Carolina","37","Columbus","047",,,,,,,,,,,,,"Columbus",11767,1179,565
"G3700490","1970","North Carolina","37","Craven","049",,,,,,,,,,,,,"Craven",15902,1207,436
"G3700510","1970","North Carolina","37","Cumberland","051",,,,,,"2560",,,,,,,"Cumberland",46135,4485,1371
"G3700530","1970","North Carolina","37","Currituck","053",,,,,,,,,,,,,"Currituck",1926,142,75
"G3700550","1970","North Carolina","37","Dare","055",,,,,,,,,,,,,"Dare",2289,112,51
"G3700570","1970","North Carolina","37","Davidson","057",,,,,,,,,,,,,"Davidson",26653,2211,614
"G3700590","1970","North Carolina","37","Davie","059",,,,,,,,,,,,,"Davie",5399,369,102
"G3700610","1970","North Carolina","37","Duplin","061",,,,,,,,,,,,,"Duplin",9849,931,419
"G3700630","1970","North Carolina","37","Durham","063",,,,,,"2280",,,,,,,"Durham",37486,2448,989
"G3700650","1970","North Carolina","37","Edgecombe","065",,,,,,,,,,,,,"Edgecombe",12245,1397,1109
"G3700670","1970","North Carolina","37","Forsyth","067",,,,,,"3120",,,,,,,"Forsyth",62520,3826,1155
"G3700690","1970","North Carolina","37","Franklin","069",,,,,,,,,,,,,"Franklin",6569,661,401
"G3700710","1970","North Carolina","37","Gaston","071",,,,,,,,,,,,,"Gaston",39581,3887,1286
"G3700730","1970","North Carolina","37","Gates","073",,,,,,,,,,,,,"Gates",2030,231,137
"G3700750","1970","North Carolina","37","Graham","075",,,,,,,,,,,,,"Graham",1729,176,60
"G3700770","1970","North Carolina","37","Granville","077",,,,,,,,,,,,,"Granville",7067,738,495
"G3700790","1970","North Carolina","37","Greene","079",,,,,,,,,,,,,"Greene",3210,404,299
"G3700810","1970","North Carolina","37","Guilford","081",,,,,,"3120",,,,,,,"Guilford",80672,5468,1677
"G3700830","1970","North Carolina","37","Halifax","083",,,,,,,,,,,,,"Halifax",12358,1462,1146
"G3700850","1970","North Carolina","37","Harnett","085",,,,,,,,,,,,,"Harnett",13055,1092,514
"G3700870","1970","North Carolina","37","Haywood","087",,,,,,,,,,,,,"Haywood",12076,933,220
"G3700890","1970","North Carolina","37","Henderson","089",,,,,,,,,,,,,"Henderson",13016,853,297
"G3700910","1970","North Carolina","37","Hertford","091",,,,,,,,,,,,,"Hertford",5516,635,409
"G3700930","1970","North Carolina","37","Hoke","093",,,,,,,,,,,,,"Hoke",3107,529,333
"G3700950","1970","North Carolina","37","Hyde","095",,,,,,,,,,,,,"Hyde",1371,153,81
"G3700970","1970","North Carolina","37","Iredell","097",,,,,,,,,,,,,"Iredell",20354,1548,509
"G3700990","1970","North Carolina","37","Jackson","099",,,,,,,,,,,,,"Jackson",5390,446,234
"G3701010","1970","North Carolina","37","Johnston","101",,,,,,,,,,,,,"Johnston",17259,1355,567
"G3701030","1970","North Carolina","37","Jones","103",,,,,,,,,,,,,"Jones",2261,287,143
"G3701050","1970","North Carolina","37","Lee","105",,,,,,,,,,,,,"Lee",8174,727,215
"G3701070","1970","North Carolina","37","Lenoir","107",,,,,,,,,,,,,"Lenoir",14087,1231,623
"G3701090","1970","North Carolina","37","Lincoln","109",,,,,,,,,,,,,"Lincoln",9041,751,224
"G3701110","1970","North Carolina","37","McDowell","111",,,,,,,,,,,,,"Mc Dowell",8393,810,227
"G3701130","1970","North Carolina","37","Macon","113",,,,,,,,,,,,,"Macon",4691,306,119
"G3701150","1970","North Carolina","37","Madison","115",,,,,,,,,,,,,"Madison",4359,404,173
"G3701170","1970","North Carolina","37","Martin","117",,,,,,,,,,,,,"Martin",6038,608,380
"G3701190","1970","North Carolina","37","Mecklenburg","119",,,,,,"1520",,,,,,,"Mecklenburg",101146,6397,1988
"G3701210","1970","North Carolina","37","Mitchell","121",,,,,,,,,,,,,"Mitchell",3835,295,106
"G3701230","1970","North Carolina","37","Montgomery","123",,,,,,,,,,,,,"Montgomery",5031,475,224
"G3701250","1970","North Carolina","37","Moore","125",,,,,,,,,,,,,"Moore",10517,909,380
"G3701270","1970","North Carolina","37","Nash","127",,,,,,,,,,,,,"Nash",14931,1440,961
"G3701290","1970","North Carolina","37","New Hanover","129",,,,,,"9200",,,,,,,"New Hanover",24609,1576,364
"G3701310","1970","North Carolina","37","Northampton","131",,,,,,,,,,,,,"Northampton",5102,615,528
"G3701330","1970","North Carolina","37","Onslow","133",,,,,,,,,,,,,"Onslow",20159,1996,579
"G3701350","1970","North Carolina","37","Orange","135",,,,,,"2280",,,,,,,"Orange",15405,807,331
"G3701370","1970","North Carolina","37","Pamlico","137",,,,,,,,,,,,,"Pamlico",2529,251,84
"G3701390","1970","North Carolina","37","Pasquotank","139",,,,,,,,,,,,,"Pasquotank",7209,530,202
"G3701410","1970","North Carolina","37","Pender","141",,,,,,,,,,,,,"Pender",4546,508,211
"G3701430","1970","North Carolina","37","Perquimans","143",,,,,,,,,,,,,"Perquimans",2259,159,80
"G3701450","1970","North Carolina","37","Person","145",,,,,,,,,,,,,"Person",6497,674,368
"G3701470","1970","North Carolina","37","Pitt","147",,,,,,,,,,,,,"Pitt",18407,1645,932
"G3701490","1970","North Carolina","37","Polk","149",,,,,,,,,,,,,"Polk",3594,244,88
"G3701510","1970","North Carolina","37","Randolph","151",,,,,,"3120",,,,,,,"Randolph",22132,1546,430
"G3701530","1970","North Carolina","37","Richmond","153",,,,,,,,,,,,,"Richmond",10546,990,490
"G3701550","1970","North Carolina","37","Robeson","155",,,,,,,,,,,,,"Robeson",17921,2651,1604
"G3701570","1970","North Carolina","37","Rockingham","157",,,,,,,,,,,,,"Rockingham",19910,1774,803
"G3701590","1970","North Carolina","37","Rowan","159",,,,,,,,,,,,,"Rowan",26400,1787,527
"G3701610","1970","North Carolina","37","Rutherford","161",,,,,,,,,,,,,"Rutherford",13637,1011,334
"G3701630","1970","North Carolina","37","Sampson","163",,,,,,,,,,,,,"Sampson",11432,1114,504
"G3701650","1970","North Carolina","37","Scotland","165",,,,,,,,,,,,,"Scotland",6109,801,458
"G3701670","1970","North Carolina","37","Stanly","167",,,,,,,,,,,,,"Stanly",12605,743,271
"G3701690","1970","North Carolina","37","Stokes","169",,,,,,,,,,,,,"Stokes",6490,523,222
