GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA,A43AB
"G1200630","1970","Florida","12","120","Jackson County","063","0630","Jackson",10295,1084
"G1200650","1970","Florida","12","120","Jefferson County","065","0650","Jefferson",2481,202
"G1200670","1970","Florida","12","120","Lafayette County","067","0670","Lafayette",955,81
"G1200690","1970","Florida","12","120","Lake County","069","0690","Lake",24621,3727
"G1200710","1970","Florida","12","120","Lee County","071","0710","Lee",37313,6198
"G1200730","1970","Florida","12","120","Leon County","073","0730","Leon",31022,1554
"G1200750","1970","Florida","12","120","Levy County","075","0750","Levy",4175,585
"G1200770","1970","Florida","12","120","Liberty County","077","0770","Liberty",1064,223
"G1200790","1970","Florida","12","120","Madison County","079","0790","Madison",4000,265
"G1200810","1970","Florida","12","120","Manatee County","081","0810","Manatee",38488,4353
"G1200830","1970","Florida","12","120","Marion County","083","0830","Marion",22317,3812
"G1200850","1970","Florida","12","120","Martin County","085","0850","Martin",10122,2281
"G1200870","1970","Florida","12","120","Monroe County","087","0870","Monroe",16827,3904
"G1200890","1970","Florida","12","120","Nassau County","089","0890","Nassau",6018,767
"G1200910","1970","Florida","12","120","Okaloosa County","091","0910","Okaloosa",24915,2381
"G1200930","1970","Florida","12","120","Okeechobee County","093","0930","Okeechobee",3178,541
"G1200950","1970","Florida","12","120","Orange County","095","0950","Orange",108645,8653
"G1200970","1970","Florida","12","120","Osceola County","097","0970","Osceola",9092,1448
"G1200990","1970","Florida","12","120","Palm Beach County","099","0990","Palm Beach",123347,17885
"G1201010","1970","Florida","12","120","Pasco County","101","1010","Pasco",30361,4455
"G1201030","1970","Florida","12","120","Pinellas County","103","1030","Pinellas",211301,17470
"G1201050","1970","Florida","12","120","Polk County","105","1050","Polk",73024,7496
"G1201070","1970","Florida","12","120","Putnam County","107","1070","Putnam",11494,1516
"G1201090","1970","Florida","12","120","St. Johns County","109","1090","St Johns",10004,1711
"G1201110","1970","Florida","12","120","St. Lucie County","111","1110","St Lucie",16847,2024
"G1201130","1970","Florida","12","120","Santa Rosa County","113","1130","Santa Rosa",10846,1305
"G1201150","1970","Florida","12","120","Sarasota County","115","1150","Sarasota",48634,7608
"G1201170","1970","Florida","12","120","Seminole County","117","1170","Seminole",25757,2689
"G1201190","1970","Florida","12","120","Sumter County","119","1190","Sumter",4627,658
"G1201210","1970","Florida","12","120","Suwannee County","121","1210","Suwannee",4855,372
"G1201230","1970","Florida","12","120","Taylor County","123","1230","Taylor",4227,764
"G1201250","1970","Florida","12","120","Union County","125","1250","Union",1639,106
"G1201270","1970","Florida","12","120","Volusia County","127","1270","Volusia",62747,7858
"G1201290","1970","Florida","12","120","Wakulla County","129","1290","Wakulla",1926,800
"G1201310","1970","Florida","12","120","Walton County","131","1310","Walton",5270,1327
"G1201330","1970","Florida","12","120","Washington County","133","1330","Washington",3620,617
"G1300010","1970","Georgia","13","130","Appling County","001","0010","Appling",3632,310
"G1300030","1970","Georgia","13","130","Atkinson County","003","0030","Atkinson",1629,157
"G1300050","1970","Georgia","13","130","Bacon County","005","0050","Bacon",2424,363
"G1300070","1970","Georgia","13","130","Baker County","007","0070","Baker",1057,116
"G1300090","1970","Georgia","13","130","Baldwin County","009","0090","Baldwin",7083,887
"G1300110","1970","Georgia","13","130","Banks County","011","0110","Banks",2128,192
"G1300130","1970","Georgia","13","130","Barrow County","013","0130","Barrow",5298,384
"G1300150","1970","Georgia","13","130","Bartow County","015","0150","Bartow",9963,482
"G1300170","1970","Georgia","13","130","Ben Hill County","017","0170","Ben Hill",4283,318
"G1300190","1970","Georgia","13","130","Berrien County","019","0190","Berrien",3572,287
"G1300210","1970","Georgia","13","130","Bibb County","021","0210","Bibb",44226,3184
"G1300230","1970","Georgia","13","130","Bleckley County","023","0230","Bleckley",2939,270
"G1300250","1970","Georgia","13","130","Brantley County","025","0250","Brantley",1695,180
"G1300270","1970","Georgia","13","130","Brooks County","027","0270","Brooks",3992,370
"G1300290","1970","Georgia","13","130","Bryan County","029","0290","Bryan",1820,127
"G1300310","1970","Georgia","13","130","Bulloch County","031","0310","Bulloch",9535,977
"G1300330","1970","Georgia","13","130","Burke County","033","0330","Burke",5089,474
"G1300350","1970","Georgia","13","130","Butts County","035","0350","Butts",2900,785
"G1300370","1970","Georgia","13","130","Calhoun County","037","0370","Calhoun",1824,289
"G1300390","1970","Georgia","13","130","Camden County","039","0390","Camden",3137,402
"G1300430","1970","Georgia","13","130","Candler County","043","0430","Candler",1920,241
"G1300450","1970","Georgia","13","130","Carroll County","045","0450","Carroll",13815,810
"G1300470","1970","Georgia","13","130","Catoosa County","047","0470","Catoosa",8497,310
"G1300490","1970","Georgia","13","130","Charlton County","049","0490","Charlton",1526,140
"G1300510","1970","Georgia","13","130","Chatham County","051","0510","Chatham",57910,4031
"G1300530","1970","Georgia","13","130","Chattahoochee County","053","0530","Chattahoochee",2035,92
"G1300550","1970","Georgia","13","130","Chattooga County","055","0550","Chattooga",6456,361
"G1300570","1970","Georgia","13","130","Cherokee County","057","0570","Cherokee",9356,576
"G1300590","1970","Georgia","13","130","Clarke County","059","0590","Clarke",19488,1071
"G1300610","1970","Georgia","13","130","Clay County","061","0610","Clay",1073,209
"G1300630","1970","Georgia","13","130","Clayton County","063","0630","Clayton",27917,1523
"G1300650","1970","Georgia","13","130","Clinch County","065","0650","Clinch",1749,265
"G1300670","1970","Georgia","13","130","Cobb County","067","0670","Cobb",58485,2705
"G1300690","1970","Georgia","13","130","Coffee County","069","0690","Coffee",6544,618
"G1300710","1970","Georgia","13","130","Colquitt County","071","0710","Colquitt",9769,600
"G1300730","1970","Georgia","13","130","Columbia County","073","0730","Columbia",6225,515
"G1300750","1970","Georgia","13","130","Cook County","075","0750","Cook",3564,357
"G1300770","1970","Georgia","13","130","Coweta County","077","0770","Coweta",9618,592
"G1300790","1970","Georgia","13","130","Crawford County","079","0790","Crawford",1477,189
"G1300810","1970","Georgia","13","130","Crisp County","081","0810","Crisp",5465,631
"G1300830","1970","Georgia","13","130","Dade County","083","0830","Dade",2794,199
"G1300850","1970","Georgia","13","130","Dawson County","085","0850","Dawson",1120,224
"G1300870","1970","Georgia","13","130","Decatur County","087","0870","Decatur",6430,727
"G1300890","1970","Georgia","13","130","DeKalb County","089","0890","De Kalb",124089,5623
"G1300910","1970","Georgia","13","130","Dodge County","091","0910","Dodge",4829,639
"G1300930","1970","Georgia","13","130","Dooly County","093","0930","Dooly",3030,403
"G1300950","1970","Georgia","13","130","Dougherty County","095","0950","Dougherty",25190,1851
"G1300970","1970","Georgia","13","130","Douglas County","097","0970","Douglas",8245,432
"G1300990","1970","Georgia","13","130","Early County","099","0990","Early",3716,396
"G1301010","1970","Georgia","13","130","Echols County","101","1010","Echols",542,86
"G1301030","1970","Georgia","13","130","Effingham County","103","1030","Effingham",3740,262
"G1301050","1970","Georgia","13","130","Elbert County","105","1050","Elbert",5458,368
"G1301070","1970","Georgia","13","130","Emanuel County","107","1070","Emanuel",5486,848
"G1301090","1970","Georgia","13","130","Evans County","109","1090","Evans",2180,196
"G1301110","1970","Georgia","13","130","Fannin County","111","1110","Fannin",4255,661
"G1301130","1970","Georgia","13","130","Fayette County","113","1130","Fayette",3216,221
"G1301150","1970","Georgia","13","130","Floyd County","115","1150","Floyd",22984,1109
"G1301170","1970","Georgia","13","130","Forsyth County","117","1170","Forsyth",5126,877
"G1301190","1970","Georgia","13","130","Franklin County","119","1190","Franklin",4038,359
"G1301210","1970","Georgia","13","130","Fulton County","121","1210","Fulton",197555,10259
"G1301230","1970","Georgia","13","130","Gilmer County","123","1230","Gilmer",2811,337
"G1301250","1970","Georgia","13","130","Glascock County","125","1250","Glascock",715,160
"G1301270","1970","Georgia","13","130","Glynn County","127","1270","Glynn",15116,1543
"G1301290","1970","Georgia","13","130","Gordon County","129","1290","Gordon",7286,462
"G1301310","1970","Georgia","13","130","Grady County","131","1310","Grady",5394,609
"G1301330","1970","Georgia","13","130","Greene County","133","1330","Greene",3004,264
"G1301350","1970","Georgia","13","130","Gwinnett County","135","1350","Gwinnett",21323,912
"G1301370","1970","Georgia","13","130","Habersham County","137","1370","Habersham",6133,441
"G1301390","1970","Georgia","13","130","Hall County","139","1390","Hall",18058,1630
"G1301410","1970","Georgia","13","130","Hancock County","141","1410","Hancock",2298,201
"G1301430","1970","Georgia","13","130","Haralson County","143","1430","Haralson",5133,304
"G1301450","1970","Georgia","13","130","Harris County","145","1450","Harris",3328,831
"G1301470","1970","Georgia","13","130","Hart County","147","1470","Hart",4772,213
"G1301490","1970","Georgia","13","130","Heard County","149","1490","Heard",1628,195
"G1301510","1970","Georgia","13","130","Henry County","151","1510","Henry",6531,332
"G1301530","1970","Georgia","13","130","Houston County","153","1530","Houston",17625,1481
"G1301550","1970","Georgia","13","130","Irwin County","155","1550","Irwin",2414,223
"G1301570","1970","Georgia","13","130","Jackson County","157","1570","Jackson",6476,350
"G1301590","1970","Georgia","13","130","Jasper County","159","1590","Jasper",1714,406
"G1301610","1970","Georgia","13","130","Jeff Davis County","161","1610","Jeff Davis",2781,265
"G1301630","1970","Georgia","13","130","Jefferson County","163","1630","Jefferson",4858,375
"G1301650","1970","Georgia","13","130","Jenkins County","165","1650","Jenkins",2452,358
"G1301670","1970","Georgia","13","130","Johnson County","167","1670","Johnson",2304,262
"G1301690","1970","Georgia","13","130","Jones County","169","1690","Jones",3344,219
"G1301710","1970","Georgia","13","130","Lamar County","171","1710","Lamar",3109,242
"G1301730","1970","Georgia","13","130","Lanier County","173","1730","Lanier",1423,161
"G1301750","1970","Georgia","13","130","Laurens County","175","1750","Laurens",9776,822
"G1301770","1970","Georgia","13","130","Lee County","177","1770","Lee",1879,279
"G1301790","1970","Georgia","13","130","Liberty County","179","1790","Liberty",4563,247
"G1301810","1970","Georgia","13","130","Lincoln County","181","1810","Lincoln",1644,388
"G1301830","1970","Georgia","13","130","Long County","183","1830","Long",1082,97
"G1301850","1970","Georgia","13","130","Lowndes County","185","1850","Lowndes",15945,1459
"G1301870","1970","Georgia","13","130","Lumpkin County","187","1870","Lumpkin",2362,192
"G1301890","1970","Georgia","13","130","McDuffie County","189","1890","Mc Duffie",4465,459
"G1301910","1970","Georgia","13","130","McIntosh County","191","1910","Mc Intosh",2069,575
"G1301930","1970","Georgia","13","130","Macon County","193","1930","Macon",3474,276
"G1301950","1970","Georgia","13","130","Madison County","195","1950","Madison",4159,185
"G1301970","1970","Georgia","13","130","Marion County","197","1970","Marion",1410,132
"G1301990","1970","Georgia","13","130","Meriwether County","199","1990","Meriwether",5470,477
"G1302010","1970","Georgia","13","130","Miller County","201","2010","Miller",1919,217
"G1302050","1970","Georgia","13","130","Mitchell County","205","2050","Mitchell",5343,459
"G1302070","1970","Georgia","13","130","Monroe County","207","2070","Monroe",2967,248
"G1302090","1970","Georgia","13","130","Montgomery County","209","2090","Montgomery",1738,193
"G1302110","1970","Georgia","13","130","Morgan County","211","2110","Morgan",2799,228
"G1302130","1970","Georgia","13","130","Murray County","213","2130","Murray",3863,233
"G1302150","1970","Georgia","13","130","Muscogee County","215","2150","Muscogee",52303,4387
"G1302170","1970","Georgia","13","130","Newton County","217","2170","Newton",7603,522
"G1302190","1970","Georgia","13","130","Oconee County","219","2190","Oconee",2489,118
"G1302210","1970","Georgia","13","130","Oglethorpe County","221","2210","Oglethorpe",2174,187
"G1302230","1970","Georgia","13","130","Paulding County","223","2230","Paulding",5188,220
"G1302250","1970","Georgia","13","130","Peach County","225","2250","Peach",4245,283
"G1302270","1970","Georgia","13","130","Pickens County","227","2270","Pickens",2934,249
"G1302290","1970","Georgia","13","130","Pierce County","229","2290","Pierce",2733,212
"G1302310","1970","Georgia","13","130","Pike County","231","2310","Pike",2079,273
"G1302330","1970","Georgia","13","130","Polk County","233","2330","Polk",9316,596
"G1302350","1970","Georgia","13","130","Pulaski County","235","2350","Pulaski",2540,279
"G1302370","1970","Georgia","13","130","Putnam County","237","2370","Putnam",2300,810
"G1302390","1970","Georgia","13","130","Quitman County","239","2390","Quitman",588,44
